 

stn;time;pva200s0;tre200s0;rre150z0;ure200s0;tde200s0;fkl010z0;dkl010z0;gre000z0
MMGTT;202006231140;15.2;21.3;0.0;59.9;13.2;3.6;320;-
MMGTT;202006231150;14.9;21.5;0.0;58.0;12.9;2.6;320;-
MMGTT;202006231200;15.5;21.6;0.0;60.0;13.5;2.6;320;-
MMGTT;202006231210;15.9;21.7;0.0;61.2;13.9;3.6;320;-
MMGTT;202006231220;16.2;21.8;0.0;62.0;14.2;3.1;320;-
MMGTT;202006231230;16.0;21.8;0.0;61.2;14.0;3.1;320;-
MMGTT;202006231240;16.1;21.9;0.0;61.2;14.1;2.6;320;-
MMGTT;202006231250;15.4;22.1;0.0;57.8;13.4;2.6;340;-
MMGTT;202006231300;15.6;22.2;0.0;58.2;13.6;3.1;290;-
MMGTT;202006231310;15.7;22.4;0.0;57.9;13.7;3.1;290;-
MMGTT;202006231320;15.9;22.3;0.0;59.0;13.9;2.6;320;-
MMGTT;202006231330;16.2;22.4;0.0;59.8;14.2;3.1;320;-
MMGTT;202006231340;16.0;22.4;0.0;59.0;14.0;2.6;320;-
MMGTT;202006231350;15.9;22.6;0.0;57.9;13.9;2.1;290;-
MMGTT;202006231400;15.3;22.8;0.0;55.0;13.3;2.1;290;-
MMGTT;202006231410;16.0;23.0;0.0;56.9;14.0;2.1;320;-
MMGTT;202006231420;16.9;23.1;0.0;59.9;14.9;2.1;290;-
MMGTT;202006231430;16.5;23.2;0.0;58.1;14.5;3.1;290;-
MMGTT;202006231440;16.4;23.4;0.0;57.0;14.4;2.6;290;-
MMGTT;202006231450;16.5;23.5;0.0;57.0;14.5;3.6;290;-
MMGTT;202006231500;16.1;23.4;0.0;55.9;14.1;2.6;290;-
MMGTT;202006231510;16.2;23.5;0.0;55.9;14.2;2.6;320;-
MMGTT;202006231520;16.6;23.6;0.0;57.0;14.6;2.1;290;-
MMGTT;202006231530;16.4;23.7;0.0;56.0;14.4;2.6;320;-
MMGTT;202006231540;16.7;23.8;0.0;56.7;14.7;2.6;290;-
MMGTT;202006231550;16.2;23.8;0.0;54.9;14.2;2.6;270;-
MMGTT;202006231600;16.8;23.9;0.0;56.8;14.8;2.1;270;-
MMGTT;202006231610;17.0;24.0;0.0;57.1;15.0;2.1;290;-
MMGTT;202006231620;16.6;23.9;0.0;56.0;14.6;2.1;250;-
MMGTT;202006231630;16.9;23.7;0.0;57.8;14.9;2.1;270;-
MMGTT;202006231640;16.6;23.7;0.0;56.7;14.6;2.1;270;-
MMGTT;202006231650;16.5;23.3;0.0;57.7;14.5;2.1;270;-
MMGTT;202006231700;16.1;23.1;0.0;56.9;14.1;1.5;250;-
MMGTT;202006231710;16.1;22.8;0.0;58.0;14.1;2.1;250;-
MMGTT;202006231720;16.4;22.6;0.0;59.8;14.4;2.1;230;-
MMGTT;202006231730;16.3;22.4;0.0;60.2;14.3;2.1;270;-
MMGTT;202006231740;16.2;22.3;0.0;60.1;14.2;2.1;270;-
MMGTT;202006231750;16.2;22.1;0.0;60.9;14.2;2.1;270;-
MMGTT;202006231800;15.9;21.8;0.0;60.8;13.9;1.5;250;-
MMGTT;202006231810;15.7;21.3;0.0;61.9;13.7;1.5;250;-
MMGTT;202006231820;15.6;20.7;0.0;63.8;13.6;1.0;250;-
MMGTT;202006231830;15.5;20.3;0.0;65.0;13.5;0.5;230;-
MMGTT;202006231840;15.9;19.9;0.0;68.3;13.9;0.5;230;-
MMGTT;202006231850;15.9;19.5;0.0;70.1;13.9;0.5;230;-
MMGTT;202006231900;15.7;18.9;0.0;71.8;13.7;1.5;180;-
MMGTT;202006231910;15.7;18.4;0.0;74.1;13.7;1.0;140;-
MMGTT;202006231920;15.6;18.1;0.0;75.0;13.6;1.0;140;-
MMGTT;202006231930;15.4;17.7;0.0;75.9;13.4;0.5;160;-
MMGTT;202006231940;15.1;17.4;0.0;75.9;13.1;1.0;160;-
MMGTT;202006231950;15.0;17.1;0.0;76.8;13.0;1.0;140;-
MMGTT;202006232000;14.9;16.8;0.0;77.8;12.9;1.5;140;-
MMGTT;202006232010;14.8;16.4;0.0;79.3;12.8;1.0;140;-
MMGTT;202006232020;14.7;16.2;0.0;79.7;12.7;1.0;140;-
MMGTT;202006232030;14.7;15.9;0.0;81.3;12.7;1.5;140;-
MMGTT;202006232040;14.5;15.8;0.0;80.7;12.5;1.5;140;-
MMGTT;202006232050;14.5;15.6;0.0;81.8;12.5;1.0;110;-
MMGTT;202006232100;14.3;15.3;0.0;82.3;12.3;1.0;140;-
MMGTT;202006232110;14.3;15.2;0.0;82.8;12.3;1.0;140;-
MMGTT;202006232120;14.1;14.9;0.0;83.3;12.1;1.0;140;-
MMGTT;202006232130;14.1;14.8;0.0;83.9;12.1;1.5;140;-
MMGTT;202006232140;14.2;14.7;0.0;85.0;12.2;1.0;140;-
MMGTT;202006232150;14.1;14.6;0.0;85.0;12.1;1.5;140;-
MMGTT;202006232200;14.0;14.4;0.0;85.5;12.0;0.5;140;-
MMGTT;202006232210;13.8;14.3;0.0;84.9;11.8;1.0;140;-
MMGTT;202006232220;13.7;14.2;0.0;84.9;11.7;1.5;140;-
MMGTT;202006232230;13.8;14.1;0.0;86.0;11.8;2.1;140;-
MMGTT;202006232240;13.7;14.0;0.0;86.0;11.7;1.0;140;-
MMGTT;202006232250;13.7;13.9;0.0;86.0;11.6;1.5;140;-
MMGTT;202006232300;13.5;13.7;0.0;86.0;11.4;2.1;140;-
MMGTT;202006232310;13.4;13.6;0.0;86.0;11.3;2.1;140;-
MMGTT;202006232320;13.2;13.4;0.0;86.0;11.1;2.1;140;-
MMGTT;202006232330;13.1;13.3;0.0;85.9;11.0;1.5;140;-
MMGTT;202006232340;13.0;13.2;0.0;85.9;10.9;2.1;140;-
MMGTT;202006232350;12.9;13.1;0.0;85.9;10.8;1.5;140;-
MMGTT;202006240000;12.9;13.0;0.0;85.9;10.7;2.1;140;-
MMGTT;202006240010;12.8;12.9;0.0;85.9;10.6;1.5;140;-
MMGTT;202006240020;12.7;12.8;0.0;85.9;10.5;2.1;140;-
MMGTT;202006240030;12.6;12.7;0.0;85.9;10.4;1.0;140;-
MMGTT;202006240040;12.4;12.7;0.0;84.7;10.2;2.1;140;-
MMGTT;202006240050;12.4;12.6;0.0;84.7;10.1;1.5;140;-
MMGTT;202006240100;12.3;12.5;0.0;84.7;10.0;2.1;140;-
MMGTT;202006240110;12.3;12.5;0.0;84.7;10.0;2.1;140;-
MMGTT;202006240120;12.2;12.4;0.0;84.7;9.9;1.5;140;-
MMGTT;202006240130;12.2;12.3;0.0;85.3;9.9;2.1;140;-
MMGTT;202006240140;12.1;12.3;0.0;84.7;9.8;2.1;140;-
MMGTT;202006240150;12.1;12.2;0.0;85.3;9.8;2.1;140;-
MMGTT;202006240200;12.0;12.2;0.0;84.7;9.7;2.1;140;-
MMGTT;202006240210;12.1;12.1;0.0;85.8;9.8;1.5;140;-
MMGTT;202006240220;12.1;12.1;0.0;85.8;9.8;1.5;140;-
MMGTT;202006240230;12.0;12.0;0.0;85.8;9.7;1.5;140;-
MMGTT;202006240240;12.0;11.9;0.0;86.4;9.7;1.5;140;-
MMGTT;202006240250;12.0;11.9;0.0;86.4;9.7;1.5;140;-
MMGTT;202006240300;12.0;11.9;0.0;86.4;9.7;2.1;140;-
MMGTT;202006240310;12.1;11.9;0.0;87.0;9.8;1.5;140;-
MMGTT;202006240320;12.0;11.8;0.0;86.9;9.7;1.5;140;-
MMGTT;202006240330;12.0;11.8;0.0;86.9;9.7;2.1;140;-
MMGTT;202006240340;12.0;11.8;0.0;86.9;9.7;1.5;140;-
MMGTT;202006240350;12.0;11.8;0.0;86.9;9.7;2.1;140;-
MMGTT;202006240400;12.1;11.7;0.0;88.1;9.8;1.5;140;-
MMGTT;202006240410;12.0;11.7;0.0;87.5;9.7;1.0;140;-
MMGTT;202006240420;12.0;11.7;0.0;87.5;9.7;1.0;140;-
MMGTT;202006240430;12.0;11.7;0.0;87.5;9.7;1.0;140;-
MMGTT;202006240440;12.0;11.7;0.0;87.5;9.7;1.5;140;-
MMGTT;202006240450;12.1;11.7;0.0;88.1;9.8;2.1;160;-
MMGTT;202006240500;12.1;11.7;0.0;88.1;9.8;2.1;140;-
MMGTT;202006240510;12.2;11.8;0.0;88.1;9.9;1.5;140;-
MMGTT;202006240520;12.2;11.8;0.0;88.1;9.9;1.0;140;-
MMGTT;202006240530;12.2;11.8;0.0;88.1;9.9;1.0;140;-
MMGTT;202006240540;12.2;11.8;0.0;88.1;9.9;0.5;140;-
MMGTT;202006240550;12.3;11.9;0.0;88.1;10.0;1.5;140;-
MMGTT;202006240600;12.4;11.9;0.0;89.3;10.2;1.5;110;-
MMGTT;202006240610;12.3;12.0;0.0;88.1;10.1;2.1;140;-
MMGTT;202006240620;12.4;12.1;0.0;87.6;10.1;1.5;140;-
MMGTT;202006240630;12.8;12.3;0.0;89.4;10.6;1.0;140;-
MMGTT;202006240640;13.5;13.2;0.0;88.8;11.4;2.1;110;-
MMGTT;202006240650;13.8;14.3;0.0;84.9;11.8;2.1;140;-
MMGTT;202006240700;14.1;15.3;0.0;81.2;12.1;1.5;110;-
MMGTT;202006240710;14.6;16.3;0.0;78.7;12.6;1.5;110;-
MMGTT;202006240720;14.6;17.1;0.0;74.8;12.6;2.1;140;-
MMGTT;202006240730;14.6;17.7;0.0;72.0;12.6;1.5;140;-
MMGTT;202006240740;15.4;18.3;0.0;73.1;13.4;1.0;140;-
MMGTT;202006240750;15.0;18.8;0.0;69.0;13.0;1.5;140;-
MMGTT;202006240800;14.6;19.1;0.0;66.0;12.6;1.5;140;-
MMGTT;202006240810;14.8;19.1;0.0;66.9;12.8;1.0;140;-
MMGTT;202006240820;14.5;19.3;0.0;64.7;12.5;1.0;140;-
MMGTT;202006240830;13.7;19.4;0.0;61.0;11.7;1.0;140;-
MMGTT;202006240840;14.6;19.6;0.0;64.0;12.6;1.0;140;-
MMGTT;202006240850;13.6;20.0;0.0;58.0;11.5;0.5;140;-
MMGTT;202006240900;14.3;20.6;0.0;59.0;12.3;0.5;140;-
MMGTT;202006240910;13.9;21.0;0.0;56.0;11.9;0.5;140;-
MMGTT;202006240920;14.1;21.6;0.0;54.7;12.1;0.5;140;-
MMGTT;202006240930;14.5;22.2;0.0;54.2;12.5;0.5;140;-
MMGTT;202006240940;14.2;22.6;0.0;51.8;12.2;1.5;180;-
MMGTT;202006240950;14.7;22.2;0.0;54.9;12.7;2.1;290;-
MMGTT;202006241000;15.3;21.9;0.0;58.1;13.3;2.6;290;-
MMGTT;202006241010;15.9;22.1;0.0;59.7;13.9;2.6;270;-
MMGTT;202006241020;16.7;22.1;0.0;62.9;14.7;2.6;320;-
MMGTT;202006241030;17.0;22.2;0.0;63.7;15.0;4.1;320;-
MMGTT;202006241040;17.1;22.3;0.0;63.7;15.1;4.1;290;-
MMGTT;202006241050;17.1;22.2;0.0;64.1;15.1;3.6;290;-
MMGTT;202006241100;17.2;22.0;0.0;64.9;15.1;4.1;320;-
MMGTT;202006241110;18.1;21.8;0.0;69.2;15.9;4.1;320;-
MMGTT;202006241120;17.4;21.9;0.0;66.2;15.3;4.1;320;-
MMGTT;202006241130;17.6;21.9;0.0;67.0;15.5;3.6;320;-
MMGTT;202006241140;17.9;21.9;0.0;68.3;15.8;3.6;320;-
MMGTT;202006241150;17.6;22.1;0.0;66.2;15.5;3.6;290;-
MMGTT;202006241200;18.1;22.3;0.0;67.1;15.9;3.1;320;-
MMGTT;202006241210;18.1;22.6;0.0;65.9;15.9;2.1;320;-
MMGTT;202006241220;17.3;22.6;0.0;63.0;15.2;3.1;320;-
MMGTT;202006241230;17.4;22.4;0.0;64.2;15.3;2.1;290;-
MMGTT;202006241240;17.0;22.6;0.0;62.2;15.0;2.6;320;-
MMGTT;202006241250;17.7;22.7;0.0;64.2;15.6;2.1;290;-
MMGTT;202006241300;17.0;22.4;0.0;62.9;15.0;3.1;320;-
MMGTT;202006241310;17.2;21.9;0.0;65.3;15.1;2.1;320;-
MMGTT;202006241320;18.3;21.8;0.0;70.1;16.1;1.5;250;-
MMGTT;202006241330;17.9;21.7;0.0;69.1;15.8;1.0;230;-
MMGTT;202006241340;17.5;21.6;0.0;67.8;15.4;1.0;230;-
MMGTT;202006241350;17.3;21.6;0.0;66.9;15.2;0.5;230;-
MMGTT;202006241400;17.8;21.6;0.0;69.1;15.7;1.0;140;-
MMGTT;202006241410;17.5;21.6;0.0;67.8;15.4;0.5;200;-
MMGTT;202006241420;18.6;21.7;0.0;71.8;16.4;0.5;230;-
MMGTT;202006241430;17.9;21.6;0.0;69.6;15.8;1.0;230;-
MMGTT;202006241440;17.8;21.6;0.0;69.1;15.7;1.0;180;-
MMGTT;202006241450;18.1;21.6;0.0;70.0;15.9;1.5;320;-
MMGTT;202006241500;17.7;21.6;0.0;68.7;15.6;2.1;290;-
MMGTT;202006241510;18.1;21.8;0.0;69.2;15.9;2.6;320;-
MMGTT;202006241520;18.4;22.2;0.0;68.8;16.2;2.1;290;-
MMGTT;202006241530;18.3;22.8;0.0;65.9;16.1;2.6;290;-
MMGTT;202006241540;17.9;22.9;0.0;64.3;15.8;2.1;290;-
MMGTT;202006241550;18.2;22.7;0.0;65.9;16.0;3.1;290;-
MMGTT;202006241600;17.8;22.6;0.0;65.0;15.7;2.1;320;-
MMGTT;202006241610;17.8;22.4;0.0;65.8;15.7;1.5;320;-
MMGTT;202006241620;18.2;22.2;0.0;67.9;16.0;1.5;270;-
MMGTT;202006241630;18.4;22.4;0.0;68.0;16.2;1.0;320;-
MMGTT;202006241640;18.0;22.4;0.0;66.3;15.8;1.0;340;-
MMGTT;202006241650;17.8;22.3;0.0;66.2;15.7;1.0;290;-
MMGTT;202006241700;17.7;22.1;0.0;66.6;15.6;1.0;320;-
MMGTT;202006241710;17.5;21.8;0.0;67.0;15.4;1.0;320;-
MMGTT;202006241720;17.3;21.6;0.0;66.9;15.2;0.5;320;-
MMGTT;202006241730;17.6;21.4;0.0;69.1;15.5;1.0;320;-
MMGTT;202006241740;17.7;21.3;0.0;70.0;15.6;0.5;320;-
MMGTT;202006241750;17.2;21.1;0.0;68.6;15.1;0.0;320;-
MMGTT;202006241800;17.6;20.8;0.0;71.7;15.5;0.0;320;-
MMGTT;202006241810;17.9;20.6;0.0;74.0;15.8;0.0;320;-
MMGTT;202006241820;17.6;20.1;0.0;74.8;15.5;0.5;320;-
MMGTT;202006241830;17.8;19.9;0.0;76.8;15.7;0.5;320;-
MMGTT;202006241840;17.3;19.6;0.0;75.7;15.2;0.5;320;-
MMGTT;202006241850;17.3;19.3;0.0;77.2;15.2;0.5;320;-
MMGTT;202006241900;17.0;19.1;0.0;77.1;15.0;0.5;320;-
MMGTT;202006241910;16.9;18.8;0.0;78.1;14.9;0.5;320;-
MMGTT;202006241920;16.8;18.6;0.0;78.6;14.8;0.0;320;-
MMGTT;202006241930;16.8;18.3;0.0;80.0;14.8;1.0;320;-
MMGTT;202006241940;16.5;18.1;0.0;79.5;14.5;0.5;320;-
MMGTT;202006241950;16.5;17.8;0.0;81.0;14.5;1.0;320;-
MMGTT;202006242000;16.2;17.5;0.0;81.0;14.2;1.0;160;-
MMGTT;202006242010;16.0;17.3;0.0;80.9;14.0;0.5;140;-
MMGTT;202006242020;15.6;17.1;0.0;79.9;13.6;0.5;140;-
MMGTT;202006242030;15.8;16.9;0.0;82.0;13.8;1.0;140;-
MMGTT;202006242040;15.5;16.6;0.0;81.9;13.5;1.0;140;-
MMGTT;202006242050;15.4;16.4;0.0;82.4;13.4;1.0;140;-
MMGTT;202006242100;15.2;16.3;0.0;81.9;13.2;1.5;140;-
MMGTT;202006242110;15.2;16.1;0.0;82.9;13.2;1.5;140;-
MMGTT;202006242120;15.2;15.9;0.0;84.0;13.2;1.0;140;-
MMGTT;202006242130;15.0;15.7;0.0;84.0;13.0;1.5;140;-
MMGTT;202006242140;14.9;15.6;0.0;84.0;12.9;1.5;140;-
MMGTT;202006242150;14.8;15.3;0.0;85.0;12.8;2.1;140;-
MMGTT;202006242200;14.7;15.2;0.0;85.0;12.7;1.0;140;-
MMGTT;202006242210;14.8;15.1;0.0;86.1;12.8;1.5;140;-
MMGTT;202006242220;14.7;15.0;0.0;86.1;12.7;1.0;140;-
MMGTT;202006242230;14.6;14.9;0.0;86.1;12.6;1.5;140;-
MMGTT;202006242240;14.5;14.8;0.0;86.1;12.5;1.0;140;-
MMGTT;202006242250;14.6;14.7;0.0;87.2;12.6;1.5;110;-
MMGTT;202006242300;14.5;14.7;0.0;86.7;12.5;1.0;110;-
MMGTT;202006242310;14.4;14.6;0.0;86.6;12.4;1.0;140;-
MMGTT;202006242320;14.3;14.4;0.0;87.2;12.3;2.1;140;-
MMGTT;202006242330;14.2;14.4;0.0;86.6;12.2;1.5;140;-
MMGTT;202006242340;14.2;14.3;0.0;87.2;12.2;1.0;140;-
MMGTT;202006242350;14.1;14.3;0.0;86.6;12.1;1.5;140;-
MMGTT;202006250000;14.1;14.2;0.0;87.2;12.1;1.0;140;-
MMGTT;202006250010;14.0;14.2;0.0;86.6;12.0;1.5;140;-
MMGTT;202006250020;13.9;14.1;0.0;86.6;11.9;1.5;140;-
MMGTT;202006250030;14.0;14.0;0.0;87.7;12.0;1.5;140;-
MMGTT;202006250040;14.0;13.9;0.0;88.3;12.0;1.0;140;-
MMGTT;202006250050;13.9;13.9;0.0;87.7;11.9;1.5;140;-
MMGTT;202006250100;13.7;13.8;0.0;87.1;11.7;1.5;140;-
MMGTT;202006250110;13.9;13.8;0.0;88.3;11.9;1.0;160;-
MMGTT;202006250120;13.7;13.8;0.0;87.1;11.7;1.5;140;-
MMGTT;202006250130;13.7;13.8;0.0;86.6;11.6;1.0;140;-
MMGTT;202006250140;13.7;13.8;0.0;86.6;11.6;1.0;140;-
MMGTT;202006250150;13.6;13.6;0.0;87.1;11.5;1.5;140;-
MMGTT;202006250200;13.7;13.6;0.0;87.7;11.6;1.0;140;-
MMGTT;202006250210;13.7;13.6;0.0;87.7;11.6;2.1;140;-
MMGTT;202006250220;13.5;13.6;0.0;86.5;11.4;1.5;140;-
MMGTT;202006250230;13.7;13.6;0.0;87.7;11.6;1.5;140;-
MMGTT;202006250240;13.6;13.5;0.0;87.7;11.5;1.5;110;-
MMGTT;202006250250;13.6;13.5;0.0;87.7;11.5;1.0;140;-
MMGTT;202006250300;13.6;13.4;0.0;88.3;11.5;1.5;140;-
MMGTT;202006250310;13.6;13.4;0.0;88.3;11.5;1.5;110;-
MMGTT;202006250320;13.6;13.4;0.0;88.3;11.5;1.0;140;-
MMGTT;202006250330;13.6;13.4;0.0;88.3;11.5;1.5;140;-
MMGTT;202006250340;13.6;13.5;0.0;87.7;11.5;1.0;140;-
MMGTT;202006250350;13.7;13.6;0.0;87.7;11.6;0.5;140;-
MMGTT;202006250400;13.7;13.6;0.0;88.3;11.7;1.0;140;-
MMGTT;202006250410;13.7;13.7;0.0;87.7;11.7;1.5;140;-
MMGTT;202006250420;13.8;13.7;0.0;88.3;11.8;1.5;140;-
MMGTT;202006250430;13.8;13.7;0.0;88.3;11.8;1.0;140;-
MMGTT;202006250440;13.8;13.8;0.0;87.7;11.8;1.0;140;-
MMGTT;202006250450;13.9;13.8;0.0;88.3;11.9;1.0;140;-
MMGTT;202006250500;13.9;13.9;0.0;87.7;11.9;0.5;140;-
MMGTT;202006250510;13.9;13.9;0.0;87.7;11.9;1.0;140;-
MMGTT;202006250520;14.0;13.9;0.0;88.3;12.0;1.0;140;-
MMGTT;202006250530;14.3;14.1;0.0;88.9;12.3;1.0;140;-
MMGTT;202006250540;14.4;14.2;0.0;88.9;12.4;1.0;140;-
MMGTT;202006250550;14.5;14.3;0.0;88.9;12.5;1.0;160;-
MMGTT;202006250600;14.6;14.4;0.0;88.9;12.6;0.5;160;-
MMGTT;202006250610;14.6;14.4;0.0;88.9;12.6;0.5;160;-
MMGTT;202006250620;14.8;14.4;0.0;90.1;12.8;1.0;160;-
MMGTT;202006250630;14.9;14.6;0.0;89.5;12.9;1.0;160;-
MMGTT;202006250640;15.0;14.7;0.0;89.5;13.0;0.5;160;-
MMGTT;202006250650;15.1;14.9;0.0;89.0;13.1;1.0;160;-
MMGTT;202006250700;15.5;15.3;0.0;89.0;13.5;0.5;160;-
MMGTT;202006250710;15.5;15.7;0.0;86.8;13.5;1.0;160;-
MMGTT;202006250720;16.0;16.2;0.0;86.8;14.0;0.5;160;-
MMGTT;202006250730;16.2;16.9;0.0;84.1;14.2;0.5;160;-
MMGTT;202006250740;16.1;17.4;0.0;81.0;14.1;0.5;160;-
MMGTT;202006250750;16.9;18.1;0.0;81.6;14.9;0.5;160;-
MMGTT;202006250800;16.7;18.8;0.0;77.1;14.7;0.5;160;-
MMGTT;202006250810;16.3;19.5;0.0;71.9;14.3;0.5;160;-
MMGTT;202006250820;17.8;20.1;0.0;75.8;15.7;1.0;230;-
MMGTT;202006250830;17.0;20.4;0.0;71.1;15.0;2.1;290;-
MMGTT;202006250840;17.2;20.3;0.0;72.1;15.1;2.1;320;-
MMGTT;202006250850;17.3;20.4;0.0;72.1;15.2;1.0;320;-
MMGTT;202006250900;16.9;20.6;0.0;69.8;14.9;1.0;320;-
MMGTT;202006250910;17.4;21.2;0.0;69.0;15.3;1.5;290;-
MMGTT;202006250920;16.7;21.6;0.0;64.8;14.7;1.5;290;-
MMGTT;202006250930;17.5;21.6;0.0;67.8;15.4;1.0;290;-
MMGTT;202006250940;17.5;22.0;0.0;66.2;15.4;2.1;290;-
MMGTT;202006250950;17.3;22.1;0.0;64.9;15.2;2.6;320;-
MMGTT;202006251000;17.6;21.9;0.0;67.0;15.5;3.6;290;-
MMGTT;202006251010;17.7;22.1;0.0;66.6;15.6;2.1;340;-
MMGTT;202006251020;17.8;22.4;0.0;65.8;15.7;1.5;290;-
MMGTT;202006251030;17.6;22.4;0.0;65.0;15.5;2.1;320;-
MMGTT;202006251040;17.6;21.9;0.0;67.0;15.5;3.1;320;-
MMGTT;202006251050;18.3;21.8;0.0;70.1;16.1;3.1;320;-
MMGTT;202006251100;18.0;21.9;0.0;68.7;15.9;2.1;340;-
MMGTT;202006251110;18.1;22.1;0.0;67.9;15.9;2.1;320;-
MMGTT;202006251120;18.1;22.3;0.0;67.1;15.9;2.1;320;-
MMGTT;202006251130;17.8;22.8;0.0;64.3;15.7;2.1;290;-
MMGTT;202006251140;17.6;23.2;0.0;61.9;15.5;4.1;270;-
MMGTT;202006251150;17.9;23.3;0.0;62.7;15.8;3.1;290;-
MMGTT;202006251200;18.1;23.1;0.0;63.9;15.9;2.6;270;-
MMGTT;202006251210;17.4;23.3;0.0;60.8;15.3;2.6;290;-
MMGTT;202006251220;17.4;23.3;0.0;60.8;15.3;2.1;290;-
MMGTT;202006251230;18.1;23.1;0.0;63.9;15.9;2.6;290;-
MMGTT;202006251240;17.0;22.7;0.0;61.8;15.0;3.1;290;-
MMGTT;202006251250;17.4;22.4;0.0;64.2;15.3;2.1;270;-
MMGTT;202006251300;18.0;22.4;0.0;66.3;15.8;0.5;320;-
MMGTT;202006251310;16.7;22.4;0.0;61.7;14.7;1.5;50;-
MMGTT;202006251320;17.5;22.3;0.0;65.0;15.4;1.5;270;-
MMGTT;202006251330;16.9;22.3;0.0;62.9;14.9;0.5;270;-
MMGTT;202006251340;17.5;22.6;0.0;63.8;15.4;0.5;270;-
MMGTT;202006251350;17.2;22.7;0.0;62.2;15.1;0.5;110;-
MMGTT;202006251400;16.8;22.9;0.0;60.3;14.8;0.5;50;-
MMGTT;202006251410;16.8;22.9;0.0;60.3;14.8;1.0;360;-
MMGTT;202006251420;17.9;22.9;0.0;64.3;15.8;0.5;270;-
MMGTT;202006251430;16.8;22.9;0.0;60.3;14.8;0.5;270;-
MMGTT;202006251440;16.7;22.9;0.0;59.9;14.7;0.5;270;-
MMGTT;202006251450;17.6;22.7;0.0;63.8;15.5;1.0;250;-
MMGTT;202006251500;18.3;22.5;0.0;67.1;16.1;0.5;250;-
MMGTT;202006251510;18.1;22.3;0.0;67.1;15.9;1.0;250;-
MMGTT;202006251520;18.2;22.2;0.0;67.9;16.0;0.5;250;-
MMGTT;202006251530;18.2;22.0;0.0;68.8;16.0;0.5;200;-
MMGTT;202006251540;18.1;22.1;0.0;67.9;15.9;0.5;200;-
MMGTT;202006251550;18.1;22.3;0.0;67.1;15.9;0.5;200;-
MMGTT;202006251600;18.5;22.6;0.0;67.6;16.3;0.5;200;-
MMGTT;202006251610;18.4;22.6;0.0;67.2;16.2;0.5;180;-
MMGTT;202006251620;17.6;22.7;0.0;63.8;15.5;1.0;180;-
MMGTT;202006251630;18.6;22.9;0.0;66.8;16.4;0.5;250;-
MMGTT;202006251640;17.4;22.9;0.0;62.3;15.3;0.0;250;-
MMGTT;202006251650;18.3;23.0;0.0;65.1;16.1;0.5;250;-
MMGTT;202006251700;18.8;23.0;0.0;66.8;16.5;0.0;250;-
MMGTT;202006251710;18.9;22.8;0.0;68.1;16.6;1.0;180;-
MMGTT;202006251720;18.5;22.6;0.0;67.6;16.3;0.5;180;-
MMGTT;202006251730;18.5;22.3;0.0;68.8;16.3;1.0;180;-
MMGTT;202006251740;17.9;21.9;0.0;68.3;15.8;0.5;250;-
MMGTT;202006251750;18.3;21.6;0.0;70.9;16.1;0.5;250;-
MMGTT;202006251800;17.6;21.2;0.0;69.9;15.5;0.5;250;-
MMGTT;202006251810;17.8;20.9;0.0;72.2;15.7;0.5;250;-
MMGTT;202006251820;17.9;20.6;0.0;74.0;15.8;1.0;160;-
MMGTT;202006251830;18.0;20.3;0.0;75.4;15.8;0.0;160;-
MMGTT;202006251840;18.3;20.1;0.0;77.8;16.1;0.5;160;-
MMGTT;202006251850;18.2;19.8;0.0;78.7;16.0;0.0;160;-
MMGTT;202006251900;18.2;19.4;0.0;80.7;16.0;0.5;160;-
MMGTT;202006251910;18.1;19.1;0.0;81.7;15.9;1.0;160;-
MMGTT;202006251920;18.1;18.8;0.0;83.3;15.9;0.5;160;-
MMGTT;202006251930;17.9;18.6;0.0;83.8;15.8;0.5;160;-
MMGTT;202006251940;17.8;18.3;0.0;84.8;15.7;0.5;160;-
MMGTT;202006251950;17.6;18.1;0.0;84.8;15.5;0.0;160;-
MMGTT;202006252000;17.7;17.9;0.0;86.4;15.6;1.0;160;-
MMGTT;202006252010;17.6;17.7;0.0;86.9;15.5;1.5;140;-
MMGTT;202006252020;17.4;17.5;0.0;86.9;15.3;1.0;140;-
MMGTT;202006252030;17.2;17.3;0.0;86.9;15.1;0.5;160;-
MMGTT;202006252040;17.1;17.1;0.0;87.5;15.0;1.5;160;-
MMGTT;202006252050;16.9;16.9;0.0;88.0;14.9;0.5;140;-
MMGTT;202006252100;16.5;16.7;0.0;86.9;14.5;1.5;140;-
MMGTT;202006252110;16.4;16.6;0.0;86.8;14.4;1.0;140;-
MMGTT;202006252120;16.6;16.6;0.0;88.0;14.6;1.0;140;-
MMGTT;202006252130;16.6;16.6;0.0;88.0;14.6;1.0;140;-
MMGTT;202006252140;16.5;16.5;0.0;88.0;14.5;1.0;140;-
MMGTT;202006252150;16.4;16.4;0.0;88.0;14.4;1.5;140;-
MMGTT;202006252200;16.3;16.4;0.0;87.4;14.3;1.0;140;-
MMGTT;202006252210;16.3;16.4;0.0;87.4;14.3;1.5;140;-
MMGTT;202006252220;16.0;16.4;0.0;85.7;14.0;0.0;140;-
MMGTT;202006252230;16.0;16.3;0.0;86.3;14.0;1.0;140;-
MMGTT;202006252240;15.9;16.2;0.0;86.2;13.9;0.5;140;-
MMGTT;202006252250;15.7;16.1;0.0;85.7;13.7;1.0;140;-
MMGTT;202006252300;15.7;16.0;0.0;86.2;13.7;1.5;140;-
