,When,T_a,RH,p_a,v_a,SnowHeight,SW_global,LW_in,SW_diffuse,SW_direct
987,2020-12-24 06:45:00,-11.88,48.92,67.863,0.423,104.45,-0.889,194.823,-0.22225,-0.66675
988,2020-12-24 07:00:00,-12.299,49.858,67.873,0.491,104.5,-1.568,191.522,-0.392,-1.1760000000000002
989,2020-12-24 07:15:00,-12.574,50.764,67.883,0.372,104.5,-0.213,189.242,-0.05325,-0.15975
990,2020-12-24 07:30:00,-12.85,51.669,67.893,0.253,104.5,1.142,186.963,0.2855,0.8564999999999999
991,2020-12-24 07:45:00,-12.353,50.614,67.903,0.459,104.45,19.293,184.967,4.82325,14.46975
992,2020-12-24 08:00:00,-11.857,49.56,67.914,0.664,104.4,37.445,182.972,9.36125,28.083750000000002
993,2020-12-24 08:15:00,-11.432,48.463,67.923,0.513,104.4,73.407,182.77,18.35175,55.05525
994,2020-12-24 08:30:00,-11.008,47.366,67.932,0.361,104.4,109.369,182.568,27.34225,82.02674999999999
995,2020-12-24 08:45:00,-10.402,45.663,67.941,0.393,104.3,172.433,183.707,43.10825,129.32475
996,2020-12-24 09:00:00,-9.797,43.961,67.951,0.424,104.2,235.497,184.845,58.87425,176.62275
997,2020-12-24 09:15:00,-10.103,44.659,67.957,0.542,104.35,248.456,186.16,62.114,186.34199999999998
998,2020-12-24 09:30:00,-10.409,45.357,67.964,0.66,104.5,261.415,187.475,65.35375,196.06125000000003
999,2020-12-24 09:45:00,-9.74,43.763,67.97,0.64,104.45,304.23,189.046,76.0575,228.1725
1000,2020-12-24 10:00:00,-9.071,42.168,67.976,0.62,104.4,347.045,190.617,86.76125,260.28375
1001,2020-12-24 10:15:00,-8.417,40.059,67.973,0.772,104.45,412.956,192.675,103.239,309.717
1002,2020-12-24 10:30:00,-7.763,37.95,67.969,0.924,104.5,478.868,194.732,119.717,359.151
1003,2020-12-24 10:45:00,-7.415,36.762,67.965,1.0,104.6,479.132,197.535,119.783,359.349
1004,2020-12-24 11:00:00,-7.066,35.574,67.96,1.075,104.7,479.396,200.338,119.849,359.547
1005,2020-12-24 11:15:00,-6.54,34.335,67.943,1.126,104.55,513.731,204.972,128.43275,385.29825
1006,2020-12-24 11:30:00,-6.015,33.096,67.927,1.177,104.4,548.067,209.606,137.01675,411.05025
1007,2020-12-24 11:45:00,-5.391,32.144,67.901,1.109,104.5,587.328,209.841,146.832,440.496
1008,2020-12-24 12:00:00,-4.767,31.192,67.875,1.041,104.6,626.589,210.076,156.64725,469.94175000000007
1009,2020-12-24 12:15:00,-4.179,30.161,67.844,1.082,104.8,625.69,209.707,156.4225,469.26750000000004
1010,2020-12-24 12:30:00,-3.591,29.129,67.814,1.122,105.0,624.79,209.337,156.1975,468.5925
1011,2020-12-24 12:45:00,-3.393,28.488,67.784,1.205,104.85,554.397,211.539,138.59925,415.79775000000006
1012,2020-12-24 13:00:00,-3.194,27.847,67.755,1.287,104.7,484.003,213.742,121.00075,363.00225
1013,2020-12-24 13:15:00,-2.851,27.083,67.728,1.246,104.55,483.611,216.347,120.90275,362.70825
1014,2020-12-24 13:30:00,-2.508,26.318,67.702,1.205,104.4,483.219,218.952,120.80475,362.41425
1015,2020-12-24 13:45:00,-1.989,25.372,67.676,1.093,104.6,497.49,216.645,124.3725,373.1175
1016,2020-12-24 14:00:00,-1.47,24.426,67.65,0.98,104.8,511.761,214.337,127.94025,383.82075000000003
1017,2020-12-24 14:15:00,-0.863,23.371,67.625,0.997,104.6,513.792,211.691,128.448,385.34400000000005
1018,2020-12-24 14:30:00,-0.255,22.317,67.599,1.013,104.4,515.822,209.044,128.9555,386.8665
1019,2020-12-24 14:45:00,0.048,21.726,67.581,1.136,104.6,484.496,208.929,121.124,363.37199999999996
1020,2020-12-24 15:00:00,0.351,21.135,67.563,1.259,104.8,453.17,208.814,113.2925,339.8775
1021,2020-12-24 15:15:00,0.184,20.604,67.553,1.557,104.65,351.475,207.472,87.86875,263.60625000000005
1022,2020-12-24 15:30:00,0.017,20.072,67.543,1.855,104.5,249.781,206.131,62.44525,187.33575000000002
1023,2020-12-24 15:45:00,-0.322,20.085,67.542,2.202,104.55,198.416,211.762,49.604,148.812
1024,2020-12-24 16:00:00,-0.66,20.098,67.542,2.548,104.6,147.051,217.393,36.76275,110.28824999999999
1025,2020-12-24 16:15:00,-0.756,20.601,67.537,2.498,104.55,138.287,223.031,34.57175,103.71525
1026,2020-12-24 16:30:00,-0.851,21.103,67.531,2.447,104.5,129.524,228.669,32.381,97.143
1027,2020-12-24 16:45:00,-1.053,20.624,67.525,2.583,104.5,81.216,220.668,20.304,60.91199999999999
1028,2020-12-24 17:00:00,-1.255,20.144,67.518,2.718,104.5,32.908,212.667,8.227,24.681
1029,2020-12-24 17:15:00,-1.435,20.221,67.517,2.083,104.45,16.7,217.897,4.175,12.524999999999999
1030,2020-12-24 17:30:00,-1.616,20.298,67.516,1.448,104.4,0.491,223.127,0.12275,0.36824999999999997
1031,2020-12-24 17:45:00,-1.725,21.192,67.519,1.732,104.4,-1.529,223.76,-0.38225,-1.14675
1032,2020-12-24 18:00:00,-1.834,22.086,67.523,2.016,104.4,-3.549,224.393,-0.88725,-2.66175
1033,2020-12-24 18:15:00,-2.045,23.083,67.537,2.575,104.35,-3.63,223.146,-0.9075,-2.7225
1034,2020-12-24 18:30:00,-2.256,24.08,67.551,3.133,104.3,-3.712,221.9,-0.928,-2.7840000000000003
1035,2020-12-24 18:45:00,-2.325,24.315,67.565,2.982,104.3,-3.922,218.198,-0.9805,-2.9415
1036,2020-12-24 19:00:00,-2.393,24.549,67.579,2.83,104.3,-4.132,214.497,-1.033,-3.0989999999999998
1037,2020-12-24 19:15:00,-2.66,25.281,67.594,2.494,104.35,-4.092,215.062,-1.023,-3.069
1038,2020-12-24 19:30:00,-2.926,26.012,67.61,2.158,104.4,-4.052,215.628,-1.013,-3.0389999999999997
1039,2020-12-24 19:45:00,-3.436,26.748,67.624,1.845,104.35,-3.734,222.166,-0.9335,-2.8005
1040,2020-12-24 20:00:00,-3.945,27.484,67.638,1.532,104.3,-3.416,228.705,-0.854,-2.562
1041,2020-12-24 20:15:00,-3.997,27.768,67.652,1.128,104.3,-2.837,231.284,-0.70925,-2.1277500000000003
1042,2020-12-24 20:30:00,-4.05,28.052,67.665,0.724,104.3,-2.258,233.863,-0.5645,-1.6935
1043,2020-12-24 20:45:00,-4.213,28.269,67.679,0.832,104.3,-2.212,230.206,-0.553,-1.6590000000000003
1044,2020-12-24 21:00:00,-4.376,28.486,67.693,0.939,104.3,-2.166,226.549,-0.5415,-1.6244999999999998
1045,2020-12-24 21:15:00,-4.599,28.998,67.702,0.811,104.35,-2.289,224.328,-0.57225,-1.7167500000000002
1046,2020-12-24 21:30:00,-4.822,29.51,67.711,0.684,104.4,-2.411,222.107,-0.60275,-1.8082500000000001
1047,2020-12-24 21:45:00,-5.115,30.172,67.719,0.834,104.35,-2.396,221.986,-0.599,-1.797
1048,2020-12-24 22:00:00,-5.408,30.835,67.726,0.985,104.3,-2.381,221.865,-0.59525,-1.7857499999999997
1049,2020-12-24 22:15:00,-5.551,31.367,67.736,1.039,104.3,-2.435,216.878,-0.60875,-1.82625
1050,2020-12-24 22:30:00,-5.695,31.9,67.745,1.092,104.3,-2.489,211.891,-0.62225,-1.86675
1051,2020-12-24 22:45:00,-5.29,31.74,67.753,1.459,104.3,-2.317,210.704,-0.57925,-1.7377500000000001
1052,2020-12-24 23:00:00,-4.885,31.581,67.761,1.826,104.3,-2.146,209.517,-0.5365,-1.6095
1053,2020-12-24 23:15:00,-4.956,31.574,67.765,2.158,104.3,-3.187,201.688,-0.79675,-2.39025
1054,2020-12-24 23:30:00,-5.028,31.568,67.769,2.489,104.3,-4.228,193.86,-1.057,-3.171
1055,2020-12-24 23:45:00,-5.509,32.267,67.772,1.784,104.3,-4.507,190.732,-1.12675,-3.3802499999999998
1056,2020-12-25 00:00:00,-5.99,32.967,67.776,1.078,104.3,-4.785,187.605,-1.19625,-3.58875
1057,2020-12-25 00:15:00,-6.457,33.773,67.782,0.906,104.3,-4.231,185.851,-1.05775,-3.17325
1058,2020-12-25 00:30:00,-6.925,34.579,67.788,0.735,104.3,-3.676,184.098,-0.919,-2.757
1059,2020-12-25 00:45:00,-7.128,35.075,67.792,0.801,104.3,-3.468,183.438,-0.867,-2.601
1060,2020-12-25 01:00:00,-7.33,35.572,67.796,0.867,104.3,-3.26,182.778,-0.815,-2.445
1061,2020-12-25 01:15:00,-7.259,36.094,67.802,1.007,104.25,-2.941,182.563,-0.73525,-2.20575
1062,2020-12-25 01:30:00,-7.188,36.617,67.808,1.148,104.2,-2.622,182.347,-0.6555,-1.9665
1063,2020-12-25 01:45:00,-7.395,37.041,67.821,0.972,104.25,-2.719,182.074,-0.67975,-2.03925
1064,2020-12-25 02:00:00,-7.602,37.466,67.834,0.795,104.3,-2.817,181.801,-0.70425,-2.11275
1065,2020-12-25 02:15:00,-7.684,37.72,67.844,0.813,104.2,-2.661,181.577,-0.66525,-1.9957500000000001
1066,2020-12-25 02:30:00,-7.767,37.973,67.854,0.831,104.1,-2.506,181.352,-0.6265,-1.8794999999999997
1067,2020-12-25 02:45:00,-8.023,38.658,67.862,0.766,104.2,-2.391,180.837,-0.59775,-1.79325
1068,2020-12-25 03:00:00,-8.279,39.343,67.871,0.701,104.3,-2.277,180.322,-0.56925,-1.70775
1069,2020-12-25 03:15:00,-8.696,40.431,67.88,0.642,104.25,-2.617,179.815,-0.65425,-1.96275
1070,2020-12-25 03:30:00,-9.112,41.52,67.889,0.582,104.2,-2.956,179.308,-0.739,-2.217
1071,2020-12-25 03:45:00,-9.376,42.303,67.9,0.618,104.2,-2.371,178.829,-0.59275,-1.7782499999999999
1072,2020-12-25 04:00:00,-9.639,43.087,67.91,0.653,104.2,-1.786,178.349,-0.4465,-1.3395000000000001
1073,2020-12-25 04:15:00,-9.491,42.62,67.916,0.579,104.25,-1.803,178.449,-0.45075,-1.35225
1074,2020-12-25 04:30:00,-9.342,42.153,67.922,0.505,104.3,-1.819,178.549,-0.45475,-1.36425
1075,2020-12-25 04:45:00,-9.551,42.087,67.927,0.874,104.2,-1.875,178.484,-0.46875,-1.40625
1076,2020-12-25 05:00:00,-9.761,42.021,67.932,1.244,104.1,-1.93,178.419,-0.4825,-1.4475
1077,2020-12-25 05:15:00,-9.962,42.289,67.936,1.014,104.1,-2.543,178.12,-0.63575,-1.9072500000000001
1078,2020-12-25 05:30:00,-10.164,42.556,67.941,0.784,104.1,-3.155,177.821,-0.78875,-2.36625
1079,2020-12-25 05:45:00,-10.142,42.676,67.956,0.727,104.15,-2.263,179.562,-0.56575,-1.69725
1080,2020-12-25 06:00:00,-10.119,42.797,67.972,0.671,104.2,-1.371,181.304,-0.34275,-1.0282499999999999
1081,2020-12-25 06:15:00,-10.371,43.329,67.991,0.516,104.3,-1.254,187.385,-0.3135,-0.9405
1082,2020-12-25 06:30:00,-10.623,43.862,68.011,0.361,104.4,-1.136,193.467,-0.284,-0.8519999999999999
1083,2020-12-25 06:45:00,-10.946,44.77,68.033,0.845,104.35,-1.203,191.622,-0.30075,-0.90225
1084,2020-12-25 07:00:00,-11.27,45.677,68.054,1.329,104.3,-1.27,189.778,-0.3175,-0.9525
1085,2020-12-25 07:15:00,-11.057,44.734,68.07,1.289,104.3,0.029,195.148,0.00725,0.021750000000000002
1086,2020-12-25 07:30:00,-10.844,43.791,68.086,1.248,104.3,1.327,200.518,0.33175,0.99525
1087,2020-12-25 07:45:00,-10.779,43.659,68.105,0.893,104.3,18.785,200.155,4.69625,14.088750000000001
1088,2020-12-25 08:00:00,-10.714,43.527,68.123,0.537,104.3,36.244,199.792,9.061,27.183
1089,2020-12-25 08:15:00,-10.666,43.978,68.144,0.543,104.3,59.803,205.124,14.95075,44.85225
1090,2020-12-25 08:30:00,-10.618,44.429,68.164,0.549,104.3,83.362,210.457,20.8405,62.521499999999996
1091,2020-12-25 08:45:00,-10.105,43.937,68.182,0.711,104.25,157.59,207.017,39.3975,118.1925
1092,2020-12-25 09:00:00,-9.593,43.445,68.201,0.873,104.2,231.818,203.578,57.9545,173.86350000000002
1093,2020-12-25 09:15:00,-9.291,42.268,68.22,0.788,104.25,223.989,209.334,55.99725,167.99175
1094,2020-12-25 09:30:00,-8.989,41.091,68.238,0.702,104.3,216.161,215.09,54.04025,162.12075
1095,2020-12-25 09:45:00,-8.572,40.097,68.257,1.048,104.45,255.323,211.198,63.83075,191.49225
1096,2020-12-25 10:00:00,-8.156,39.104,68.275,1.395,104.6,294.485,207.306,73.62125,220.86375
1097,2020-12-25 10:15:00,-7.627,38.043,68.284,1.305,104.55,393.6,202.313,98.4,295.20000000000005
1098,2020-12-25 10:30:00,-7.098,36.983,68.293,1.215,104.5,492.716,197.319,123.179,369.53700000000003
1099,2020-12-25 10:45:00,-6.573,36.092,68.289,1.129,104.6,500.356,195.005,125.089,375.267
1100,2020-12-25 11:00:00,-6.048,35.202,68.285,1.044,104.7,507.995,192.692,126.99875,380.99625000000003
1101,2020-12-25 11:15:00,-5.571,34.247,68.275,1.072,104.7,530.746,193.152,132.6865,398.05949999999996
1102,2020-12-25 11:30:00,-5.094,33.292,68.265,1.099,104.7,553.498,193.613,138.3745,415.12350000000004
1103,2020-12-25 11:45:00,-4.621,32.142,68.235,1.125,104.65,588.422,195.217,147.1055,441.3165
1104,2020-12-25 12:00:00,-4.148,30.993,68.206,1.15,104.6,623.347,196.82,155.83675,467.51025
1105,2020-12-25 12:15:00,-3.852,29.854,68.176,1.306,104.75,628.811,197.768,157.20275,471.60825
1106,2020-12-25 12:30:00,-3.556,28.716,68.147,1.461,104.9,634.275,198.716,158.56875,475.70624999999995
1107,2020-12-25 12:45:00,-3.078,27.806,68.121,1.298,104.8,633.582,199.227,158.3955,475.1865
1108,2020-12-25 13:00:00,-2.6,26.896,68.095,1.134,104.7,632.89,199.738,158.2225,474.6675
1109,2020-12-25 13:15:00,-2.048,25.955,68.061,1.219,104.75,622.818,200.654,155.7045,467.1135
1110,2020-12-25 13:30:00,-1.497,25.014,68.028,1.304,104.8,612.746,201.571,153.1865,459.55949999999996
1111,2020-12-25 13:45:00,-1.334,24.028,68.008,1.393,104.8,563.914,202.774,140.9785,422.9355
1112,2020-12-25 14:00:00,-1.171,23.041,67.989,1.482,104.8,515.083,203.978,128.77075,386.31224999999995
1113,2020-12-25 14:15:00,-1.202,22.504,67.974,1.394,104.75,452.229,215.599,113.05725,339.17175
1114,2020-12-25 14:30:00,-1.234,21.966,67.958,1.306,104.7,389.376,227.221,97.344,292.032
1115,2020-12-25 14:45:00,-0.657,20.753,67.946,1.172,104.65,387.989,221.302,96.99725,290.99174999999997
1116,2020-12-25 15:00:00,-0.08,19.54,67.933,1.038,104.6,386.602,215.382,96.6505,289.9515
1117,2020-12-25 15:15:00,0.03,18.414,67.919,1.132,104.5,343.547,214.173,85.88675,257.66025
1118,2020-12-25 15:30:00,0.139,17.288,67.905,1.225,104.4,300.491,212.963,75.12275,225.36825
1119,2020-12-25 15:45:00,-0.154,16.979,67.895,1.25,104.5,247.543,219.476,61.88575,185.65725
1120,2020-12-25 16:00:00,-0.446,16.671,67.885,1.274,104.6,194.595,225.989,48.64875,145.94625
1121,2020-12-25 16:15:00,-0.427,16.914,67.873,1.144,104.55,166.601,222.641,41.65025,124.95075
1122,2020-12-25 16:30:00,-0.408,17.158,67.861,1.014,104.5,138.606,219.294,34.6515,103.9545
1123,2020-12-25 16:45:00,-0.649,17.214,67.85,1.082,104.5,87.427,214.493,21.85675,65.57025
1124,2020-12-25 17:00:00,-0.889,17.271,67.838,1.149,104.5,36.247,209.693,9.06175,27.18525
1125,2020-12-25 17:15:00,-1.203,17.503,67.832,1.383,104.45,19.972,211.471,4.993,14.979000000000001
1126,2020-12-25 17:30:00,-1.517,17.734,67.825,1.618,104.4,3.697,213.25,0.92425,2.7727500000000003
1127,2020-12-25 17:45:00,-1.85,18.334,67.822,1.336,104.45,-0.649,208.809,-0.16225,-0.48675
1128,2020-12-25 18:00:00,-2.184,18.934,67.818,1.055,104.5,-4.995,204.369,-1.24875,-3.74625
1129,2020-12-25 18:15:00,-2.251,18.954,67.825,1.171,104.6,-3.997,209.618,-0.99925,-2.99775
1130,2020-12-25 18:30:00,-2.318,18.974,67.831,1.287,104.7,-2.999,214.867,-0.74975,-2.24925
1131,2020-12-25 18:45:00,-2.653,19.198,67.84,1.073,104.65,-3.906,206.898,-0.9765,-2.9295
1132,2020-12-25 19:00:00,-2.989,19.421,67.85,0.86,104.6,-4.812,198.93,-1.203,-3.609
1133,2020-12-25 19:15:00,-3.319,20.19,67.856,1.028,104.6,-4.073,198.376,-1.01825,-3.0547500000000003
1134,2020-12-25 19:30:00,-3.65,20.959,67.862,1.197,104.6,-3.333,197.823,-0.83325,-2.49975
1135,2020-12-25 19:45:00,-3.569,21.252,67.867,1.418,104.6,-3.484,200.269,-0.871,-2.613
1136,2020-12-25 20:00:00,-3.487,21.545,67.872,1.639,104.6,-3.635,202.714,-0.90875,-2.72625
1137,2020-12-25 20:15:00,-3.658,21.67,67.882,1.151,104.55,-3.011,212.71,-0.75275,-2.2582500000000003
1138,2020-12-25 20:30:00,-3.829,21.795,67.892,0.662,104.5,-2.387,222.706,-0.59675,-1.79025
1139,2020-12-25 20:45:00,-3.967,21.915,67.902,0.682,104.5,-2.48,215.624,-0.62,-1.8599999999999999
1140,2020-12-25 21:00:00,-4.105,22.036,67.912,0.702,104.5,-2.573,208.542,-0.64325,-1.9297499999999999
1141,2020-12-25 21:15:00,-4.321,22.327,67.915,0.522,104.55,-2.811,200.062,-0.70275,-2.10825
1142,2020-12-25 21:30:00,-4.537,22.618,67.919,0.342,104.6,-3.048,191.581,-0.762,-2.286
1143,2020-12-25 21:45:00,-4.715,22.697,67.919,0.523,104.55,-2.394,190.128,-0.5985,-1.7955
1144,2020-12-25 22:00:00,-4.892,22.775,67.918,0.703,104.5,-1.74,188.676,-0.435,-1.305
1145,2020-12-25 22:15:00,-4.974,22.949,67.915,0.685,104.5,-1.948,187.566,-0.487,-1.4609999999999999
1146,2020-12-25 22:30:00,-5.056,23.122,67.912,0.666,104.5,-2.156,186.456,-0.539,-1.617
1147,2020-12-25 22:45:00,-5.573,23.624,67.908,0.525,104.5,-2.596,185.821,-0.649,-1.947
1148,2020-12-25 23:00:00,-6.089,24.126,67.903,0.384,104.5,-3.036,185.187,-0.759,-2.277
1149,2020-12-25 23:15:00,-6.13,24.554,67.897,0.747,104.45,-2.26,184.705,-0.565,-1.6949999999999998
1150,2020-12-25 23:30:00,-6.171,24.983,67.891,1.111,104.4,-1.483,184.223,-0.37075,-1.11225
1151,2020-12-25 23:45:00,-6.435,25.391,67.891,0.925,104.45,-2.488,183.807,-0.622,-1.866
1152,2020-12-26 00:00:00,-6.699,25.799,67.892,0.739,104.5,-3.493,183.391,-0.87325,-2.61975
1153,2020-12-26 00:15:00,-6.943,26.49,67.89,0.726,104.45,-3.031,182.751,-0.75775,-2.27325
1154,2020-12-26 00:30:00,-7.187,27.181,67.889,0.713,104.4,-2.569,182.111,-0.64225,-1.92675
1155,2020-12-26 00:45:00,-7.334,27.598,67.887,0.79,104.375,-2.705,181.848,-0.67625,-2.02875
1156,2020-12-26 01:00:00,-7.481,28.015,67.885,0.866,104.35,-2.841,181.585,-0.71025,-2.13075
1157,2020-12-26 01:15:00,-7.629,28.432,67.882,0.943,104.325,-2.977,181.322,-0.74425,-2.23275
1158,2020-12-26 01:30:00,-7.776,28.849,67.88,1.02,104.3,-3.113,181.059,-0.77825,-2.33475
1159,2020-12-26 01:45:00,-7.687,28.913,67.876,0.865,104.35,-2.79,180.886,-0.6975,-2.0925000000000002
1160,2020-12-26 02:00:00,-7.598,28.977,67.872,0.711,104.4,-2.468,180.714,-0.617,-1.851
1161,2020-12-26 02:15:00,-7.753,29.278,67.872,0.804,104.4,-2.261,180.365,-0.56525,-1.69575
1162,2020-12-26 02:30:00,-7.907,29.579,67.872,0.897,104.4,-2.055,180.016,-0.51375,-1.5412500000000002
1163,2020-12-26 02:45:00,-8.2,30.746,67.868,1.179,104.4,-2.53,179.691,-0.6325,-1.8975
1164,2020-12-26 03:00:00,-8.494,31.914,67.864,1.461,104.4,-3.004,179.365,-0.751,-2.253
1165,2020-12-26 03:15:00,-8.981,33.467,67.866,1.08,104.4,-3.087,178.64,-0.77175,-2.3152500000000003
1166,2020-12-26 03:30:00,-9.468,35.021,67.867,0.698,104.4,-3.17,177.915,-0.7925,-2.3775
1167,2020-12-26 03:45:00,-9.428,35.115,67.86,0.615,104.45,-2.374,177.636,-0.5935,-1.7805
1168,2020-12-26 04:00:00,-9.387,35.209,67.853,0.533,104.5,-1.578,177.356,-0.3945,-1.1835
1169,2020-12-26 04:15:00,-9.608,35.437,67.848,0.513,104.45,-1.691,176.972,-0.42275,-1.26825
1170,2020-12-26 04:30:00,-9.828,35.664,67.844,0.494,104.4,-1.804,176.588,-0.451,-1.353
1171,2020-12-26 04:45:00,-10.045,36.254,67.841,0.557,104.4,-1.947,176.209,-0.48675,-1.46025
1172,2020-12-26 05:00:00,-10.262,36.843,67.839,0.62,104.4,-2.089,175.83,-0.52225,-1.5667499999999999
1173,2020-12-26 05:15:00,-10.733,37.882,67.843,0.658,104.45,-2.046,175.329,-0.5115,-1.5345
1174,2020-12-26 05:30:00,-11.204,38.92,67.847,0.697,104.5,-2.002,174.828,-0.5005,-1.5014999999999998
1175,2020-12-26 05:45:00,-11.11,38.664,67.852,0.567,104.55,-1.822,174.775,-0.4555,-1.3665
1176,2020-12-26 06:00:00,-11.017,38.407,67.858,0.436,104.6,-1.643,174.722,-0.41075,-1.23225
1177,2020-12-26 06:15:00,-11.017,38.237,67.866,0.517,104.55,-1.397,174.561,-0.34925,-1.04775
1178,2020-12-26 06:30:00,-11.018,38.068,67.875,0.599,104.5,-1.152,174.401,-0.288,-0.8639999999999999
1179,2020-12-26 06:45:00,-11.151,38.257,67.88,0.58,104.5,-1.109,174.039,-0.27725,-0.83175
1180,2020-12-26 07:00:00,-11.285,38.447,67.884,0.562,104.5,-1.066,173.677,-0.2665,-0.7995000000000001
1181,2020-12-26 07:15:00,-11.263,38.315,67.893,0.558,104.5,-0.066,173.484,-0.0165,-0.0495
1182,2020-12-26 07:30:00,-11.241,38.183,67.902,0.554,104.5,0.933,173.29,0.23325,0.6997500000000001
1183,2020-12-26 07:45:00,-11.245,38.448,67.905,0.583,104.45,22.315,173.242,5.57875,16.736250000000002
1184,2020-12-26 08:00:00,-11.248,38.713,67.908,0.611,104.4,43.696,173.193,10.924,32.772
1185,2020-12-26 08:15:00,-10.634,38.115,67.916,0.554,104.35,91.016,174.251,22.754,68.262
1186,2020-12-26 08:30:00,-10.019,37.517,67.924,0.497,104.3,138.337,175.308,34.58425,103.75274999999999
1187,2020-12-26 08:45:00,-9.534,36.338,67.933,0.521,104.25,187.882,176.844,46.9705,140.9115
1188,2020-12-26 09:00:00,-9.048,35.158,67.943,0.545,104.2,237.426,178.379,59.3565,178.0695
1189,2020-12-26 09:15:00,-8.508,34.253,67.96,0.593,104.25,286.118,179.997,71.5295,214.5885
1190,2020-12-26 09:30:00,-7.968,33.349,67.977,0.64,104.3,334.81,181.614,83.7025,251.10750000000002
1191,2020-12-26 09:45:00,-7.712,33.071,67.99,0.692,104.45,378.713,183.094,94.67825,284.03475000000003
1192,2020-12-26 10:00:00,-7.457,32.794,68.002,0.743,104.6,422.615,184.575,105.65375,316.96125
1193,2020-12-26 10:15:00,-7.109,31.838,68.003,0.85,104.55,460.26,186.102,115.065,345.195
1194,2020-12-26 10:30:00,-6.762,30.881,68.004,0.956,104.5,497.904,187.63,124.476,373.428
1195,2020-12-26 10:45:00,-6.23,30.217,67.988,0.966,104.5,503.508,188.199,125.877,377.631
1196,2020-12-26 11:00:00,-5.697,29.553,67.971,0.976,104.5,509.111,188.767,127.27775,381.83325
1197,2020-12-26 11:15:00,-5.037,28.251,67.95,1.034,104.65,536.114,190.975,134.0285,402.0855
1198,2020-12-26 11:30:00,-4.377,26.95,67.929,1.092,104.8,563.117,193.183,140.77925,422.33774999999997
1199,2020-12-26 11:45:00,-3.935,26.044,67.909,1.126,104.7,598.537,194.933,149.63425,448.90275
1200,2020-12-26 12:00:00,-3.493,25.138,67.889,1.16,104.6,633.956,196.682,158.489,475.467
1201,2020-12-26 12:15:00,-3.153,24.522,67.866,1.137,104.7,639.492,198.011,159.873,479.61899999999997
1202,2020-12-26 12:30:00,-2.814,23.906,67.843,1.114,104.8,645.028,199.34,161.257,483.771
1203,2020-12-26 12:45:00,-2.306,22.956,67.822,1.231,116.0,642.548,200.56,160.637,481.911
1204,2020-12-26 13:00:00,-1.799,22.006,67.8,1.348,127.2,640.068,201.781,160.017,480.051
1205,2020-12-26 13:15:00,-1.442,21.419,67.774,1.429,116.05,629.593,202.614,157.39825,472.19475
1206,2020-12-26 13:30:00,-1.086,20.832,67.749,1.51,104.9,619.118,203.447,154.7795,464.33850000000007
1207,2020-12-26 13:45:00,-0.642,20.146,67.73,1.613,105.0,600.713,204.049,150.17825,450.53475
1208,2020-12-26 14:00:00,-0.199,19.461,67.711,1.715,105.1,582.307,204.651,145.57675,436.73025
1209,2020-12-26 14:15:00,0.023,19.289,67.691,1.552,104.9,554.045,204.907,138.51125,415.53374999999994
1210,2020-12-26 14:30:00,0.245,19.118,67.671,1.39,104.7,525.782,205.164,131.4455,394.3365
1211,2020-12-26 14:45:00,0.532,18.688,67.65,1.454,104.65,489.839,205.408,122.45975,367.37925
1212,2020-12-26 15:00:00,0.819,18.259,67.63,1.518,104.6,453.896,205.652,113.474,340.422
1213,2020-12-26 15:15:00,0.809,17.917,67.621,1.61,104.6,412.593,205.02,103.14825,309.44475
1214,2020-12-26 15:30:00,0.799,17.576,67.612,1.702,104.6,371.29,204.388,92.8225,278.46750000000003
1215,2020-12-26 15:45:00,0.872,17.52,67.604,1.687,104.6,323.833,203.992,80.95825,242.87475
1216,2020-12-26 16:00:00,0.945,17.465,67.596,1.673,104.6,276.377,203.595,69.09425,207.28275000000002
1217,2020-12-26 16:15:00,0.931,17.441,67.586,1.645,104.8,226.232,202.756,56.558,169.674
1218,2020-12-26 16:30:00,0.916,17.417,67.577,1.618,105.0,176.086,201.917,44.0215,132.0645
1219,2020-12-26 16:45:00,0.334,17.58,67.569,1.445,108.8,98.501,199.999,24.62525,73.87575000000001
1220,2020-12-26 17:00:00,-0.249,17.742,67.562,1.272,112.6,20.916,198.08,5.229,15.687000000000001
1221,2020-12-26 17:15:00,-0.646,17.913,67.557,1.033,119.5,9.963,196.573,2.49075,7.472249999999999
1222,2020-12-26 17:30:00,-1.043,18.084,67.552,0.793,126.4,-0.99,195.065,-0.2475,-0.7424999999999999
1223,2020-12-26 17:45:00,-1.414,18.487,67.561,0.851,115.25,-2.706,194.177,-0.6765,-2.0295
1224,2020-12-26 18:00:00,-1.784,18.89,67.57,0.909,104.1,-4.422,193.289,-1.1055,-3.3164999999999996
1225,2020-12-26 18:15:00,-1.635,18.889,67.58,1.032,104.05,-4.046,193.25,-1.0115,-3.0345000000000004
1226,2020-12-26 18:30:00,-1.485,18.887,67.589,1.155,104.0,-3.669,193.211,-0.91725,-2.75175
1227,2020-12-26 18:45:00,-2.052,19.408,67.598,0.925,104.05,-4.202,192.539,-1.0505,-3.1515
1228,2020-12-26 19:00:00,-2.62,19.928,67.608,0.695,104.1,-4.734,191.867,-1.1835,-3.5505
1229,2020-12-26 19:15:00,-2.789,20.326,67.612,1.119,104.05,-3.998,191.316,-0.9995,-2.9985
1230,2020-12-26 19:30:00,-2.958,20.724,67.616,1.543,104.0,-3.262,190.765,-0.8155,-2.4465
