,When,ghics,difcs,zen,sea,Unnamed: 0,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt,vp_ice,ghi,dif
813,2020-12-31 11:30:00,24.1,1.558,87.203,0.049,1678,-12.13,39.28,2.25,625.028,433.2,144.4,0.35,0.946,146.237,0,0.556,0,0,0,0,1,158.988,375.44,-153.638,-62.814,0,0,0,0,0,0,6.133,577.6,144.4
814,2020-12-31 11:45:00,1.597,0.103,89.903,0.002,1679,-11.82,38.67,2.02,624.889,447.675,149.225,0.35,0.955,147.104,0,0.556,0,0,0,0,1,180.275,387.985,-152.77,-54.94,0,0,0,0,0,0,6.133,596.9,149.225
815,2020-12-31 12:00:00,0.0,0.0,92.657,0.0,1680,-11.7,39.2,1.89,624.75,457.275,152.425,0.35,0.978,147.856,0,0.558,0,0,0,0,1,193.416,396.305,-152.018,-50.871,0,0,0,0,0,0,6.133,609.7,152.425
816,2020-12-31 12:15:00,0.0,0.0,95.461,0.0,1681,-11.15,37.6,2.2,624.616,462.75,154.25,0.35,0.98,149.113,0,0.558,0,0,0,0,1,193.869,401.05,-150.762,-56.419,0,0,0,0,0,0,6.133,617.0,154.25
817,2020-12-31 12:30:00,0.0,0.0,98.309,0.0,1682,-11.2,36.9,2.355,624.483,466.95,155.65,0.35,0.958,148.519,0,0.556,0,0,0,0,1,192.682,404.69,-151.356,-60.652,0,0,0,0,0,0,6.133,622.6,155.65
818,2020-12-31 12:45:00,0.0,0.0,101.196,0.0,1683,-10.73,37.39,2.706,624.35,468.075,156.025,0.35,1.008,150.638,0,0.56,0,0,0,0,1,189.676,405.665,-149.237,-66.753,0,0,0,0,0,0,6.133,624.1,156.025
819,2020-12-31 13:00:00,0.0,0.0,104.119,0.0,1684,-10.85,36.29,1.858,624.216,465.6,155.2,0.35,0.969,149.528,0,0.557,0,0,0,0,1,206.836,403.52,-150.347,-46.337,0,0,0,0,0,0,6.133,620.8,155.2
820,2020-12-31 13:15:00,0.0,0.0,107.074,0.0,1685,-10.38,36.02,2.679,624.08,458.55,152.85,0.35,0.998,151.211,0,0.559,0,0,0,0,1,184.843,397.41,-148.664,-63.903,0,0,0,0,0,0,6.133,611.4,152.85
821,2020-12-31 13:30:00,0.0,0.0,110.058,0.0,1686,-10.01,34.86,2.557,623.943,448.575,149.525,0.35,0.995,151.961,0,0.559,0,0,0,0,1,182.045,388.765,-147.913,-58.806,0,0,0,0,0,0,6.133,598.1,149.525
822,2020-12-31 13:45:00,0.0,0.0,113.067,0.0,1687,-9.84,33.58,1.619,623.807,436.05,145.35,0.35,0.972,151.82,0,0.557,0,0,0,0,1,193.262,377.91,-148.054,-36.594,0,0,0,0,0,0,6.133,581.4,145.35
823,2020-12-31 14:00:00,0.0,0.0,116.097,0.0,1688,-9.37,33.33,2.054,623.67,419.775,139.925,0.35,1.001,153.517,0,0.559,0,0,0,0,1,173.249,363.805,-146.357,-44.199,0,0,0,0,0,0,6.133,559.7,139.925
824,2020-12-31 14:15:00,0.0,0.0,119.147,0.0,1689,-9.16,32.62,2.136,623.561,400.425,133.475,0.35,0.996,153.88,0,0.559,0,0,0,0,1,156.115,347.035,-145.995,-44.925,0,0,0,0,0,0,6.133,533.9,133.475
825,2020-12-31 14:30:00,0.0,0.0,122.213,0.0,1690,-8.79,32.2,1.585,623.451,377.85,125.95,0.35,1.012,155.07,0,0.56,0,0,0,0,1,150.682,327.47,-144.804,-31.984,0,0,0,0,0,0,6.133,503.8,125.95
826,2020-12-31 14:45:00,0.0,0.0,125.292,0.0,1691,-8.75,31.24,1.355,623.341,353.4,117.8,0.35,0.985,154.561,0,0.558,0,0,0,0,1,133.752,306.28,-145.314,-27.214,0,0,0,0,0,0,6.133,471.2,117.8
827,2020-12-31 15:00:00,0.0,0.0,128.381,0.0,1692,-8.53,30.49,1.875,623.231,326.25,108.75,0.35,0.978,154.901,0,0.557,0,0,0,0,1,101.073,282.75,-144.974,-36.704,0,0,0,0,0,0,6.133,435.0,108.75
828,2020-12-31 15:15:00,0.0,0.0,131.477,0.0,1693,-8.85,30.29,2.388,623.203,273.6,91.2,0.35,0.948,153.484,0,0.555,0,0,0,0,1,42.232,237.12,-146.391,-48.498,0,0,0,0,0,0,6.133,364.8,91.2
829,2020-12-31 15:30:00,0.0,0.0,134.576,0.0,1694,-8.85,29.86,1.777,623.175,238.05,79.35,0.35,0.934,153.171,0,0.554,0,0,0,0,1,23.519,206.31,-146.704,-36.087,0,0,0,0,0,0,6.133,317.4,79.35
830,2020-12-31 15:45:00,0.0,0.0,137.675,0.0,1695,-8.83,28.96,1.24,623.147,161.85,53.95,0.35,0.907,152.581,0,0.551,60,0,0,0,1,-32.147,140.27,-147.293,-25.124,0,0,0,0,0,0,6.133,215.8,53.95
831,2020-12-31 16:00:00,0.0,0.0,140.767,0.0,1696,-9.07,29.05,1.749,623.118,195.0,65.0,0.35,0.893,151.705,0,0.55,60,0,0,0,1,-15.567,169.0,-148.169,-36.398,0,0,0,0,0,0,6.133,260.0,65.0
832,2020-12-31 16:15:00,0.0,0.0,143.849,0.0,1697,-9.09,29.16,1.682,623.129,152.175,50.725,0.35,0.895,151.709,0,0.55,60,0,0,0,1,-51.362,131.885,-148.166,-35.082,0,0,0,0,0,0,6.133,202.9,50.725
833,2020-12-31 16:30:00,0.0,0.0,146.912,0.0,1698,-9.27,29.93,0.901,623.14,43.515,14.505,0.35,0.906,151.568,0,0.551,60,0,0,0,1,-129.759,37.713,-148.307,-19.165,0,0,0,0,0,0,6.133,58.02,14.505
834,2020-12-31 16:45:00,0.0,0.0,149.946,0.0,1699,-9.49,30.22,0.889,623.151,19.26,6.42,0.35,0.899,150.914,0,0.551,60,0,0,0,1,-151.627,16.692,-148.96,-19.359,0,0,0,0,0,0,6.133,25.68,6.42
835,2020-12-31 17:00:00,0.0,0.0,152.938,0.0,1700,-9.49,30.0,0.999,623.162,13.492,4.498,0.35,0.892,150.757,0,0.55,60,0,0,0,1,-159.178,11.694,-149.118,-21.754,0,0,0,0,0,0,6.133,17.99,4.498
836,2020-12-31 17:15:00,0.0,0.0,155.868,0.0,1701,-9.7,30.66,0.797,623.222,4.483,1.494,0.35,0.897,150.405,0,0.551,60,0,0,0,1,-163.326,3.885,-149.469,-17.741,0,0,0,0,0,0,6.133,5.977,1.494
837,2020-12-31 17:30:00,0.0,0.0,158.707,0.0,1702,-10.01,33.99,0.634,623.282,-0.639,-0.213,0.35,0.97,151.413,0,0.557,60,0,0,0,1,-163.58,-0.554,-148.461,-14.565,0,0,0,0,0,0,6.133,-0.852,-0.213
838,2020-12-31 17:45:00,0.0,0.0,161.408,0.0,1703,-10.61,33.55,0.063,623.343,-3.067,-1.022,0.35,0.913,148.789,0,0.552,60,0,0,0,1,-155.278,-2.658,-151.085,-1.534,0,0,0,0,0,0,6.133,-4.089,-1.022
839,2020-12-31 18:00:00,0.0,0.0,163.9,0.0,1704,-10.66,32.28,0.07,623.403,-3.19,-1.063,0.35,0.875,147.778,0,0.549,60,0,0,0,1,-156.574,-2.764,-152.096,-1.713,0,0,0,0,0,0,6.133,-4.253,-1.063
840,2020-12-31 18:15:00,0.0,0.0,166.066,0.0,1705,-10.7,32.7,0.989,623.417,-3.043,-1.014,0.35,0.884,147.897,0,0.55,60,0,0,0,1,-178.907,-2.637,-151.978,-24.292,0,0,0,0,0,0,6.133,-4.057,-1.014
841,2020-12-31 18:30:00,0.0,0.0,167.73,0.0,1706,-10.41,30.04,2.081,623.431,-3.007,-1.002,0.35,0.831,147.224,0,0.545,60,0,0,0,1,-204.987,-2.606,-152.65,-49.731,0,0,0,0,0,0,6.133,-4.009,-1.002
842,2020-12-31 18:45:00,0.0,0.0,168.667,0.0,1707,-10.4,33.53,1.507,623.445,-2.956,-0.986,0.35,0.928,149.593,0,0.554,60,0,0,0,1,-188.823,-2.562,-150.281,-35.98,0,0,0,0,0,0,6.133,-3.942,-0.986
843,2020-12-31 19:00:00,0.0,0.0,168.692,0.0,1708,-10.85,32.23,0.884,623.459,-2.886,-0.962,0.35,0.86,147.014,0,0.548,60,0,0,0,1,-177.381,-2.501,-152.86,-22.019,0,0,0,0,0,0,6.133,-3.848,-0.962
844,2020-12-31 19:15:00,0.0,0.0,167.801,0.0,1709,-10.69,32.75,1.004,623.544,-2.946,-0.982,0.35,0.886,147.968,0,0.55,60,0,0,0,1,-179.103,-2.553,-151.907,-24.643,0,0,0,0,0,0,6.133,-3.928,-0.982
845,2020-12-31 19:30:00,0.0,0.0,166.17,0.0,1710,-10.91,29.2,3.03,623.629,-2.872,-0.958,0.35,0.776,144.728,0,0.54,60,0,0,0,1,-233.547,-2.49,-155.146,-75.911,0,0,0,0,0,0,6.133,-3.83,-0.958
846,2020-12-31 19:45:00,0.0,0.0,164.026,0.0,1711,-10.75,28.37,2.502,623.715,-2.96,-0.987,0.35,0.763,144.737,0,0.538,60,0,0,0,1,-219.476,-2.566,-155.137,-61.773,0,0,0,0,0,0,6.133,-3.947,-0.987
847,2020-12-31 20:00:00,0.0,0.0,161.548,0.0,1712,-11.03,28.42,2.972,623.8,-2.902,-0.967,0.35,0.748,143.718,0,0.537,60,0,0,0,1,-233.969,-2.515,-156.156,-75.298,0,0,0,0,0,0,6.133,-3.869,-0.967
848,2020-12-31 20:15:00,0.0,0.0,158.855,0.0,1713,-11.17,29.38,3.493,623.845,-2.68,-0.894,0.35,0.765,143.874,0,0.539,60,0,0,0,1,-247.951,-2.323,-156.001,-89.628,0,0,0,0,0,0,6.133,-3.574,-0.894
849,2020-12-31 20:30:00,0.0,0.0,156.022,0.0,1714,-11.19,28.62,1.766,623.89,-2.034,-0.678,0.35,0.744,143.261,0,0.537,60,0,0,0,1,-203.775,-1.763,-156.613,-45.399,0,0,0,0,0,0,6.133,-2.712,-0.678
850,2020-12-31 20:45:00,0.0,0.0,153.096,0.0,1715,-11.26,29.07,2.981,623.935,-2.806,-0.936,0.35,0.751,143.318,0,0.537,60,0,0,0,1,-236.106,-2.432,-156.556,-77.118,0,0,0,0,0,0,6.133,-3.742,-0.936
851,2020-12-31 21:00:00,0.0,0.0,150.106,0.0,1716,-11.23,28.33,3.002,623.98,-2.53,-0.843,0.35,0.734,142.903,0,0.535,60,0,0,0,1,-236.623,-2.192,-156.971,-77.459,0,0,0,0,0,0,6.133,-3.373,-0.843
852,2020-12-31 21:15:00,0.0,0.0,147.074,0.0,1717,-11.2,29.28,3.068,623.978,-2.51,-0.836,0.35,0.76,143.691,0,0.538,60,0,0,0,1,-237.309,-2.175,-156.183,-78.951,0,0,0,0,0,0,6.133,-3.346,-0.836
853,2020-12-31 21:30:00,0.0,0.0,144.012,0.0,1718,-11.4,29.38,3.105,623.975,-1.742,-0.58,0.35,0.751,143.01,0,0.537,60,0,0,0,1,-239.703,-1.509,-156.865,-81.329,0,0,0,0,0,0,6.133,-2.322,-0.58
854,2020-12-31 21:45:00,0.0,0.0,140.93,0.0,1719,-11.44,30.14,3.037,623.973,-1.908,-0.636,0.35,0.768,143.382,0,0.539,60,0,0,0,1,-237.973,-1.654,-156.492,-79.827,0,0,0,0,0,0,6.133,-2.544,-0.636
855,2020-12-31 22:00:00,0.0,0.0,137.837,0.0,1720,-11.55,30.72,3.356,623.97,-2.616,-0.872,0.35,0.775,143.359,0,0.54,60,0,0,0,1,-247.842,-2.267,-156.515,-89.06,0,0,0,0,0,0,6.133,-3.488,-0.872
856,2020-12-31 22:15:00,0.0,0.0,134.738,0.0,1721,-11.59,30.57,3.111,623.969,-2.701,-0.9,0.35,0.769,143.109,0,0.539,60,0,0,0,1,-241.95,-2.341,-156.766,-82.844,0,0,0,0,0,0,6.133,-3.601,-0.9
857,2020-12-31 22:30:00,0.0,0.0,131.638,0.0,1722,-11.51,32.34,2.819,623.968,-2.342,-0.78,0.35,0.819,144.567,0,0.544,60,0,0,0,1,-231.887,-2.029,-155.307,-74.55,0,0,0,0,0,0,6.133,-3.122,-0.78
858,2020-12-31 22:45:00,0.0,0.0,128.541,0.0,1723,-11.6,34.47,0.98,623.967,-2.158,-0.719,0.35,0.867,145.546,0,0.548,60,0,0,0,1,-182.317,-1.87,-154.328,-26.119,0,0,0,0,0,0,6.133,-2.877,-0.719
859,2020-12-31 23:00:00,0.0,0.0,125.451,0.0,1724,-11.82,33.6,0.255,623.966,-1.549,-0.516,0.35,0.83,144.181,0,0.545,60,0,0,0,1,-163.961,-1.342,-155.694,-6.925,0,0,0,0,0,0,6.133,-2.065,-0.516
860,2020-12-31 23:15:00,0.0,0.0,122.37,0.0,1725,-11.69,33.75,1.61,623.861,-2.209,-0.736,0.35,0.842,144.766,0,0.546,60,0,0,0,1,-200.259,-1.914,-155.109,-43.236,0,0,0,0,0,0,6.133,-2.945,-0.736
861,2020-12-31 23:30:00,0.0,0.0,119.303,0.0,1726,-11.82,33.37,2.754,623.755,-2.679,-0.893,0.35,0.824,144.039,0,0.545,60,0,0,0,1,-232.924,-2.322,-155.835,-74.767,0,0,0,0,0,0,6.133,-3.572,-0.893
862,2020-12-31 23:45:00,0.0,0.0,116.251,0.0,1727,-11.96,33.56,3.133,623.65,-2.391,-0.797,0.35,0.82,143.626,0,0.544,60,0,0,0,1,-244.369,-2.072,-156.248,-86.049,0,0,0,0,0,0,6.133,-3.188,-0.797
863,2021-01-01 00:00:00,0.0,0.0,113.218,0.0,1728,-12.06,32.74,2.716,623.544,-2.547,-0.849,0.35,0.793,142.744,0,0.542,60,0,0,0,1,-234.545,-2.207,-157.131,-75.207,0,0,0,0,0,0,6.133,-3.396,-0.849
864,2021-01-01 00:15:00,0.0,0.0,110.206,0.0,1729,-12.51,38.24,0.755,623.526,-2.258,-0.753,0.35,0.893,144.226,0,0.551,60,0,0,0,1,-179.292,-1.957,-155.649,-21.686,0,0,0,0,0,0,6.133,-3.011,-0.753
865,2021-01-01 00:30:00,0.0,0.0,107.22,0.0,1730,-12.69,36.05,0.55,623.508,-2.429,-0.81,0.35,0.83,142.338,0,0.545,60,0,0,0,1,-175.667,-2.105,-157.537,-16.024,0,0,0,0,0,0,6.133,-3.239,-0.81
866,2021-01-01 00:45:00,0.0,0.0,104.262,0.0,1731,-12.52,36.31,0.538,623.49,-1.933,-0.644,0.35,0.847,143.125,0,0.547,60,0,0,0,1,-173.889,-1.675,-156.75,-15.464,0,0,0,0,0,0,6.133,-2.577,-0.644
867,2021-01-01 01:00:00,0.0,0.0,101.335,0.0,1732,-12.37,35.41,1.41,623.472,-1.154,-0.384,0.35,0.837,143.178,0,0.546,60,0,0,0,1,-197.739,-1.0,-156.697,-40.042,0,0,0,0,0,0,6.133,-1.538,-0.384
868,2021-01-01 01:15:00,0.0,0.0,98.444,0.0,1733,-12.68,36.97,0.901,623.472,-1.321,-0.44,0.35,0.852,142.889,0,0.547,60,0,0,0,1,-184.359,-1.145,-156.986,-26.229,0,0,0,0,0,0,6.133,-1.761,-0.44
869,2021-01-01 01:30:00,0.0,0.0,95.592,0.0,1734,-12.87,38.97,0.002,623.473,-1.54,-0.514,0.35,0.884,143.247,0,0.55,60,0,0,0,1,-158.022,-1.335,-156.627,-0.059,0,0,0,0,0,0,6.133,-2.054,-0.514
870,2021-01-01 01:45:00,0.0,0.0,92.784,0.0,1735,-12.9,38.62,0.081,623.473,-2.104,-0.702,0.35,0.874,142.949,0,0.55,60,0,0,0,1,-161.148,-1.824,-156.925,-2.399,0,0,0,0,0,0,6.133,-2.806,-0.702
871,2021-01-01 02:00:00,1.211,0.078,90.025,0.0,1736,-13.2,43.13,0.087,623.474,-2.228,-0.742,0.35,0.952,144.074,0,0.556,60,0,0,0,1,-160.368,-1.93,-155.801,-2.636,0,0,0,0,0,0,6.133,-2.97,-0.742
872,2021-01-01 02:15:00,22.678,1.466,87.32,0.047,1737,-13.61,45.34,0.023,623.466,-2.191,-0.73,0.35,0.968,143.536,0,0.558,60,0,0,0,1,-158.956,-1.899,-156.338,-0.719,0,0,0,0,0,0,6.133,-2.921,-0.73
873,2021-01-01 02:30:00,62.502,4.039,84.674,0.093,1738,-13.43,41.35,0.711,623.458,-1.982,-0.66,0.35,0.896,142.338,0,0.552,60,0,0,0,1,-181.175,-1.717,-157.536,-21.921,0,0,0,0,0,0,6.133,-2.642,-0.66
874,2021-01-01 02:45:00,109.1,7.051,82.094,0.138,1739,-13.06,38.94,0.846,623.45,-2.032,-0.678,0.35,0.87,142.513,0,0.549,60,0,0,0,1,-184.488,-1.762,-157.361,-25.365,0,0,0,0,0,0,6.133,-2.71,-0.678
875,2021-01-01 03:00:00,157.408,10.173,79.586,0.182,1740,-13.33,42.02,1.303,623.442,-1.944,-0.648,0.35,0.918,143.044,0,0.554,60,0,0,0,1,-198.388,-1.685,-156.83,-39.873,0,0,0,0,0,0,6.133,-2.592,-0.648
876,2021-01-01 03:15:00,205.36,13.272,77.159,0.224,1741,-13.77,44.34,0.36,623.413,-2.209,-0.736,0.35,0.935,142.473,0,0.555,60,0,0,0,1,-170.696,-1.914,-157.402,-11.38,0,0,0,0,0,0,6.133,-2.945,-0.736
877,2021-01-01 03:30:00,251.948,16.283,74.821,0.265,1742,-14.01,41.28,0.112,623.384,-2.108,-0.703,0.35,0.853,140.127,0,0.548,60,0,0,0,1,-165.177,-1.827,-159.748,-3.602,0,0,0,0,0,0,6.133,-2.811,-0.703
878,2021-01-01 03:45:00,296.58,19.167,72.58,0.304,1743,-14.01,42.69,0.314,623.356,-2.184,-0.728,0.35,0.882,140.801,0,0.551,60,0,0,0,1,-171.064,-1.893,-159.074,-10.098,0,0,0,0,0,0,6.133,-2.912,-0.728
879,2021-01-01 04:00:00,338.856,21.899,70.446,0.341,1744,-13.86,39.07,0.965,623.327,-2.215,-0.738,0.35,0.817,139.586,0,0.545,60,0,0,0,1,-192.907,-1.919,-160.289,-30.699,0,0,0,0,0,0,6.133,-2.953,-0.738
880,2021-01-01 04:15:00,378.473,24.459,68.43,0.376,1745,-13.76,40.72,0.5,623.304,-2.193,-0.731,0.35,0.859,140.787,0,0.548,60,0,0,0,1,-176.779,-1.901,-159.087,-15.791,0,0,0,0,0,0,6.133,-2.924,-0.731
881,2021-01-01 04:30:00,415.185,26.832,66.543,0.409,1746,-14.0,41.23,0.263,623.28,-2.112,-0.704,0.35,0.853,140.14,0,0.548,60,0,0,0,1,-170.015,-1.83,-159.735,-8.45,0,0,0,0,0,0,6.133,-2.816,-0.704
882,2021-01-01 04:45:00,448.787,29.004,64.795,0.44,1747,-14.05,39.9,0.461,623.257,-2.214,-0.738,0.35,0.822,139.299,0,0.545,60,0,0,0,1,-177.359,-1.919,-160.575,-14.865,0,0,0,0,0,0,6.133,-2.952,-0.738
883,2021-01-01 05:00:00,479.101,30.963,63.2,0.468,1748,-13.93,38.49,1.623,623.234,-2.131,-0.71,0.35,0.801,139.029,0,0.543,60,0,0,0,1,-214.576,-1.847,-160.846,-51.884,0,0,0,0,0,0,6.133,-2.841,-0.71
884,2021-01-01 05:15:00,505.975,32.699,61.768,0.493,1749,-13.86,37.49,1.129,623.314,-2.11,-0.704,0.35,0.784,138.765,0,0.541,60,0,0,0,1,-198.854,-1.829,-161.109,-35.915,0,0,0,0,0,0,6.133,-2.814,-0.704
885,2021-01-01 05:30:00,529.277,34.205,60.512,0.515,1750,-14.22,42.19,0.294,623.394,-2.19,-0.73,0.35,0.857,139.78,0,0.548,60,0,0,0,1,-171.589,-1.898,-160.095,-9.597,0,0,0,0,0,0,6.133,-2.92,-0.73
886,2021-01-01 05:45:00,548.896,35.473,59.444,0.533,1751,-14.68,43.25,0.58,623.474,-1.964,-0.655,0.35,0.846,138.564,0,0.548,60,0,0,0,1,-182.56,-1.702,-161.311,-19.547,0,0,0,0,0,0,6.133,-2.619,-0.655
887,2021-01-01 06:00:00,564.739,36.497,58.572,0.549,1752,-14.96,45.48,0.14,623.554,-1.946,-0.648,0.35,0.869,138.521,0,0.55,60,0,0,0,1,-167.849,-1.686,-161.354,-4.809,0,0,0,0,0,0,6.133,-2.594,-0.648
888,2021-01-01 06:15:00,576.733,37.272,57.908,0.56,1753,-15.28,44.73,0.14,623.624,-2.092,-0.697,0.35,0.832,137.012,0,0.546,60,0,0,0,1,-169.588,-1.813,-162.863,-4.912,0,0,0,0,0,0,6.133,-2.789,-0.697
889,2021-01-01 06:30:00,584.822,37.795,57.457,0.568,1754,-15.51,45.2,0.021,623.694,-2.165,-0.722,0.35,0.825,136.372,0,0.546,60,0,0,0,1,-166.127,-1.877,-163.503,-0.748,0,0,0,0,0,0,6.133,-2.887,-0.722
890,2021-01-01 06:45:00,588.968,38.063,57.224,0.572,1755,-15.07,41.35,0.32,623.764,-2.052,-0.684,0.35,0.783,136.248,0,0.542,60,0,0,0,1,-176.482,-1.778,-163.627,-11.076,0,0,0,0,0,0,6.133,-2.736,-0.684
891,2021-01-01 07:00:00,589.154,38.075,57.214,0.572,1756,-15.0,41.6,0.409,623.834,-2.042,-0.68,0.35,0.792,136.621,0,0.543,60,0,0,0,1,-179.115,-1.769,-163.253,-14.093,0,0,0,0,0,0,6.133,-2.722,-0.68
892,2021-01-01 07:15:00,585.377,37.831,57.425,0.569,1757,-14.76,40.99,1.019,623.895,-1.742,-0.581,0.35,0.796,137.212,0,0.543,60,0,0,0,1,-198.726,-1.51,-162.663,-34.553,0,0,0,0,0,0,6.133,-2.323,-0.581
893,2021-01-01 07:30:00,577.655,37.332,57.855,0.561,1758,-14.79,39.85,0.865,623.957,-0.03,-0.01,0.35,0.772,136.55,0,0.54,60,0,0,0,1,-192.744,-0.026,-163.324,-29.394,0,0,0,0,0,0,6.133,-0.04,-0.01
894,2021-01-01 07:45:00,566.024,36.58,58.5,0.55,1759,-14.8,41.68,1.163,624.018,8.97,2.99,0.35,0.807,137.392,0,0.544,60,0,0,0,1,-194.259,7.774,-162.482,-39.55,0,0,0,0,0,0,6.133,11.96,2.99
895,2021-01-01 08:00:00,550.538,35.579,59.352,0.535,1760,-15.1,41.8,0.328,624.079,20.857,6.952,0.35,0.789,136.349,0,0.542,60,0,0,0,1,-156.831,18.076,-163.526,-11.382,0,0,0,0,0,0,6.133,27.809,6.952
896,2021-01-01 08:15:00,531.268,34.334,60.403,0.517,1761,-15.08,42.84,0.407,624.22,49.17,16.39,0.35,0.81,136.902,0,0.544,60,0,0,0,1,-134.466,42.614,-162.973,-14.107,0,0,0,0,0,0,6.133,65.56,16.39
897,2021-01-01 08:30:00,508.305,32.85,61.641,0.495,1762,-15.31,43.13,0.003,624.361,76.725,25.575,0.35,0.8,136.191,0,0.543,60,0,0,0,1,-97.294,66.495,-163.683,-0.106,0,0,0,0,0,0,6.133,102.3,25.575
898,2021-01-01 08:45:00,481.76,31.134,63.057,0.47,1763,-14.63,40.5,0.61,624.502,107.775,35.925,0.35,0.795,137.453,0,0.543,60,0,0,0,1,-89.538,93.405,-162.421,-20.522,0,0,0,0,0,0,6.133,143.7,35.925
899,2021-01-01 09:00:00,451.76,29.196,64.637,0.443,1764,-13.21,36.9,0.29,624.643,140.55,46.85,0.35,0.814,140.861,0,0.544,60,0,0,0,1,-46.015,121.81,-159.013,-8.811,0,0,0,0,0,0,6.133,187.4,46.85
900,2021-01-01 09:15:00,418.458,27.044,66.371,0.412,1765,-13.05,40.28,1.136,624.674,173.775,57.925,0.35,0.9,143.241,0,0.552,60,0,0,0,1,-40.128,150.605,-156.633,-34.1,0,0,0,0,0,0,6.133,231.7,57.925
901,2021-01-01 09:30:00,382.028,24.689,68.246,0.38,1766,-13.2,37.97,1.116,624.706,221.85,73.95,0.35,0.838,141.475,0,0.546,60,0,0,0,1,-0.016,192.27,-158.4,-33.887,0,0,0,0,0,0,6.133,295.8,73.95
902,2021-01-01 09:45:00,342.672,22.146,70.25,0.345,1767,-13.37,40.39,1.832,624.737,241.65,80.55,0.35,0.88,142.087,0,0.55,60,0,0,0,1,-4.704,209.43,-157.787,-56.347,0,0,0,0,0,0,6.133,322.2,80.55
903,2021-01-01 10:00:00,300.632,19.429,72.373,0.308,1768,-13.46,39.97,1.573,624.769,265.725,88.575,0.35,0.864,141.537,0,0.549,0,0,0,0,1,23.249,230.295,-158.337,-48.709,0,0,0,0,0,0,6.133,354.3,88.575
904,2021-01-01 10:15:00,256.203,16.558,74.604,0.269,1769,-12.91,40.19,1.88,624.708,280.275,93.425,0.35,0.909,143.727,0,0.553,0,0,0,0,1,30.927,242.905,-156.147,-55.831,0,0,0,0,0,0,6.133,373.7,93.425
905,2021-01-01 10:30:00,209.776,13.557,76.934,0.228,1770,-12.65,39.45,1.793,624.646,314.7,104.9,0.35,0.911,144.334,0,0.553,0,0,0,0,1,65.03,272.74,-155.54,-52.17,0,0,0,0,0,0,6.133,419.6,104.9
906,2021-01-01 10:45:00,161.918,10.464,79.353,0.186,1771,-12.4,38.57,2.178,624.585,335.4,111.8,0.35,0.909,144.822,0,0.552,0,0,0,0,1,73.514,290.68,-155.052,-62.113,0,0,0,0,0,0,6.133,447.2,111.8
907,2021-01-01 11:00:00,113.579,7.34,81.853,0.142,1772,-12.16,37.73,2.377,624.524,311.55,103.85,0.35,0.907,145.283,0,0.552,0,0,0,0,1,48.949,270.01,-154.591,-66.47,0,0,0,0,0,0,6.133,415.4,103.85
908,2021-01-01 11:15:00,66.677,4.309,84.426,0.097,1773,-11.99,38.11,1.219,624.381,411.9,137.3,0.35,0.928,146.144,0,0.554,0,0,0,0,1,169.646,356.98,-153.731,-33.604,0,0,0,0,0,0,6.133,549.2,137.3
909,2021-01-01 11:30:00,25.847,1.67,87.066,0.051,1774,-11.79,36.88,2.118,624.238,488.325,162.775,0.35,0.913,146.227,0,0.553,0,0,0,0,1,212.169,423.215,-153.647,-57.399,0,0,0,0,0,0,6.133,651.1,162.775
910,2021-01-01 11:45:00,2.099,0.136,89.767,0.004,1775,-11.14,35.38,1.559,624.096,507.825,169.275,0.35,0.923,147.861,0,0.553,0,0,0,0,1,248.19,440.115,-152.014,-39.911,0,0,0,0,0,0,6.133,677.1,169.275
911,2021-01-01 12:00:00,0.0,0.0,92.521,0.0,1776,-11.66,37.14,2.19,623.953,542.25,180.75,0.35,0.929,146.874,0,0.554,0,0,0,0,1,258.281,469.95,-153.0,-58.669,0,0,0,0,0,0,6.133,723.0,180.75
912,2021-01-01 12:15:00,0.0,0.0,95.325,0.0,1777,-11.05,33.16,1.584,623.768,313.725,104.575,0.35,0.871,146.844,0,0.549,0,0,0,0,1,78.661,271.895,-153.031,-40.203,0,0,0,0,0,0,6.133,418.3,104.575
913,2021-01-01 12:30:00,0.0,0.0,98.172,0.0,1778,-10.78,35.14,2.208,623.583,318.675,106.225,0.35,0.943,149.114,0,0.555,0,0,0,0,1,70.77,276.185,-150.761,-54.654,0,0,0,0,0,0,6.133,424.9,106.225
914,2021-01-01 12:45:00,0.0,0.0,101.06,0.0,1779,-10.33,33.5,1.348,623.399,373.275,124.425,0.35,0.932,149.847,0,0.554,0,0,0,0,1,141.513,323.505,-150.028,-31.965,0,0,0,0,0,0,6.133,497.7,124.425
915,2021-01-01 13:00:00,0.0,0.0,103.983,0.0,1780,-9.92,33.3,2.179,623.214,327.9,109.3,0.35,0.957,151.324,0,0.556,0,0,0,0,1,86.025,284.18,-148.551,-49.604,0,0,0,0,0,0,6.133,437.2,109.3
916,2021-01-01 13:15:00,0.0,0.0,106.939,0.0,1781,-10.16,32.61,1.678,623.108,358.65,119.55,0.35,0.92,149.934,0,0.553,0,0,0,0,1,121.772,310.83,-149.941,-39.117,0,0,0,0,0,0,6.133,478.2,119.55
