,time,ghi,sea,temp,RH,wind,SW_global,ppt,vp_a,press,cld,Discharge,alb,LW_in,SW_direct,SW_diffuse,T_F,e_a
899,2020-12-30 02:00:00,0.0,0.0,-5.417,86.167,1.633,0.0,0.0,3.533,779.229,0.0,6.709,0.701,194.672,0.0,0.0,0.0,0.668
900,2020-12-30 03:00:00,0.0,0.0,-3.367,76.717,1.2,0.0,0.0,3.683,779.584,0.0,5.171,0.697,201.679,0.0,0.0,0.0,0.671
901,2020-12-30 04:00:00,0.0,0.0,-5.583,81.567,1.0,0.0,0.0,3.283,779.481,0.0,5.896,0.693,192.182,0.0,0.0,0.0,0.661
902,2020-12-30 05:00:00,0.0,0.0,-6.283,84.15,0.667,0.0,0.0,3.2,779.646,0.0,5.589,0.689,189.555,0.0,0.0,0.0,0.659
903,2020-12-30 06:00:00,0.0,0.0,-6.467,81.95,0.5,0.0,0.0,3.1,780.121,0.0,5.386,0.685,188.196,0.0,0.0,0.0,0.656
904,2020-12-30 07:00:00,0.0,0.0,-6.417,82.6,1.017,0.0,0.0,3.117,780.415,0.0,6.284,0.681,188.479,0.0,0.0,0.0,0.657
905,2020-12-30 08:00:00,0.0,0.0,-5.717,80.367,0.5,20.978,0.0,3.217,780.996,0.0,5.172,0.677,191.255,20.978,0.0,0.0,0.659
906,2020-12-30 09:00:00,64.572,0.1,-4.5,77.617,0.5,106.529,0.0,3.4,781.385,0.0,4.457,0.674,196.178,106.529,0.0,0.0,0.664
907,2020-12-30 10:00:00,177.104,0.218,-3.267,74.3,0.333,199.811,0.0,3.6,782.078,0.0,3.309,0.67,201.311,199.811,0.0,0.0,0.669
908,2020-12-30 11:00:00,265.672,0.303,-1.217,68.6,0.0,234.865,0.0,3.817,782.319,0.0,2.172,0.666,209.014,234.865,0.0,0.0,0.674
909,2020-12-30 12:00:00,313.197,0.347,0.3,60.517,0.0,302.503,0.0,3.783,782.244,0.0,1.745,0.663,213.275,302.503,0.0,1.5,0.673
910,2020-12-30 13:00:00,312.883,0.347,0.267,63.517,0.5,239.278,0.0,3.95,782.493,0.0,1.735,0.659,214.495,239.278,0.0,1.5,0.677
911,2020-12-30 14:00:00,264.771,0.302,0.317,65.317,0.0,177.398,0.0,4.1,782.97,0.0,1.929,0.655,215.792,177.398,0.0,1.5,0.681
912,2020-12-30 15:00:00,175.758,0.216,-0.467,70.25,0.0,84.091,0.0,4.167,783.354,0.0,2.508,0.652,213.91,84.091,0.0,0.0,0.682
913,2020-12-30 16:00:00,63.126,0.098,-1.55,74.117,0.333,10.492,0.0,4.05,783.752,0.0,3.476,0.648,209.797,10.492,0.0,0.0,0.68
914,2020-12-30 17:00:00,0.0,0.0,-2.233,73.283,0.583,0.0,0.0,3.817,784.218,0.0,4.22,0.645,206.018,0.0,0.0,0.0,0.674
915,2020-12-30 18:00:00,0.0,0.0,-2.717,76.033,0.417,0.0,0.0,3.817,784.708,0.0,4.206,0.641,204.602,0.0,0.0,0.0,0.675
916,2020-12-30 19:00:00,0.0,0.0,-2.967,83.083,0.667,0.0,0.0,4.083,784.948,0.0,4.391,0.638,205.845,0.0,0.0,0.0,0.681
917,2020-12-30 20:00:00,0.0,0.0,-3.067,83.467,0.083,0.0,0.0,4.067,785.231,0.0,3.901,0.634,205.436,0.0,0.0,0.0,0.681
918,2020-12-30 21:00:00,0.0,0.0,-3.25,84.1,0.0,0.0,0.0,4.067,785.166,0.0,3.854,0.631,204.899,0.0,0.0,0.0,0.681
919,2020-12-30 22:00:00,0.0,0.0,-3.483,79.067,0.0,0.0,0.0,3.733,785.571,0.0,3.967,0.628,201.733,0.0,0.0,0.0,0.673
920,2020-12-30 23:00:00,0.0,0.0,-4.6,77.767,0.333,0.0,0.0,3.367,785.21,0.0,4.635,0.624,195.624,0.0,0.0,0.0,0.663
921,2020-12-31 00:00:00,0.0,0.0,-4.817,75.85,0.75,0.0,0.0,3.233,785.148,0.0,5.299,0.621,193.887,0.0,0.0,0.0,0.66
922,2020-12-31 01:00:00,0.0,0.0,-5.05,77.383,0.833,0.0,0.0,3.233,784.971,0.0,5.483,0.618,193.238,0.0,0.0,0.0,0.66
923,2020-12-31 02:00:00,0.0,0.0,-1.75,60.833,5.217,0.0,0.0,3.25,784.876,0.0,7.152,0.614,202.727,0.0,0.0,0.0,0.659
924,2020-12-31 03:00:00,0.0,0.0,-1.333,55.9,6.433,0.0,0.0,3.083,784.696,0.0,7.325,0.611,202.4,0.0,0.0,0.0,0.654
925,2020-12-31 04:00:00,0.0,0.0,-1.9,56.617,3.1,0.0,0.0,3.0,784.26,0.0,6.117,0.608,199.995,0.0,0.0,0.0,0.652
926,2020-12-31 05:00:00,0.0,0.0,-4.017,63.317,0.917,0.0,0.0,2.883,784.189,0.0,5.411,0.605,192.942,0.0,0.0,0.0,0.649
927,2020-12-31 06:00:00,0.0,0.0,-4.5,64.483,0.917,0.0,0.0,2.817,784.259,0.0,5.593,0.602,190.977,0.0,0.0,0.0,0.647
928,2020-12-31 07:00:00,0.0,0.0,-4.15,69.0,1.533,0.0,0.0,3.083,784.374,0.0,6.116,0.599,194.428,0.0,0.0,0.0,0.655
929,2020-12-31 08:00:00,0.0,0.0,-4.067,72.45,1.983,19.356,0.0,3.267,784.391,0.0,6.537,0.596,196.279,19.356,0.0,0.0,0.66
930,2020-12-31 09:00:00,64.598,0.1,-1.967,65.983,1.7,97.835,0.0,3.417,784.595,0.0,4.626,0.593,203.554,97.835,0.0,0.0,0.664
931,2020-12-31 10:00:00,177.463,0.218,2.733,37.567,3.517,174.14,0.0,2.783,784.632,0.0,0.969,0.59,211.218,174.14,0.0,1.5,0.643
932,2020-12-31 11:00:00,266.441,0.303,2.083,40.633,3.183,207.77,0.0,2.85,784.141,0.0,1.146,0.587,210.018,207.77,0.0,1.5,0.645
933,2020-12-31 12:00:00,314.392,0.349,2.783,37.933,4.933,197.988,0.0,2.8,783.701,0.0,0.0,0.584,211.55,197.988,0.0,1.5,0.644
934,2020-12-31 13:00:00,314.471,0.349,2.65,38.533,7.1,162.904,0.0,2.867,783.339,0.0,0.0,0.581,211.871,162.904,0.0,1.5,0.646
935,2020-12-31 14:00:00,266.669,0.304,2.333,40.25,7.45,126.417,0.0,2.883,783.15,0.0,0.0,0.578,211.101,126.417,0.0,1.5,0.646
936,2020-12-31 15:00:00,177.806,0.218,1.95,42.967,8.033,69.547,0.0,3.017,783.324,0.0,0.321,0.575,211.339,69.547,0.0,1.5,0.651
937,2020-12-31 16:00:00,64.972,0.1,1.667,44.933,7.283,12.619,0.0,3.1,783.541,0.0,1.655,0.572,211.319,12.619,0.0,1.5,0.653
938,2020-12-31 17:00:00,0.0,0.0,1.533,44.983,8.033,0.0,0.0,3.067,783.682,0.0,2.168,0.569,210.6,0.0,0.0,1.5,0.652
939,2020-12-31 18:00:00,0.0,0.0,1.433,47.083,7.1,0.0,0.0,3.183,783.701,0.0,2.425,0.566,211.422,0.0,0.0,1.5,0.656
940,2020-12-31 19:00:00,0.0,0.0,1.283,48.217,6.783,0.0,0.0,3.233,783.889,0.0,2.713,0.564,211.448,0.0,0.0,1.5,0.657
941,2020-12-31 20:00:00,0.0,0.0,1.217,46.983,7.45,0.0,0.0,3.133,783.977,0.0,2.838,0.561,210.305,0.0,0.0,1.5,0.655
942,2020-12-31 21:00:00,0.0,0.0,1.2,46.617,7.367,0.0,0.0,3.083,783.831,0.0,2.904,0.558,209.773,0.0,0.0,1.5,0.653
943,2020-12-31 22:00:00,0.0,0.0,1.2,47.8,8.55,0.0,0.0,3.167,783.819,0.0,2.711,0.555,210.58,0.0,0.0,1.5,0.656
944,2020-12-31 23:00:00,0.0,0.0,1.3,50.25,8.65,0.0,0.0,3.367,783.579,0.0,2.303,0.553,212.729,0.0,0.0,1.5,0.661
945,2021-01-01 00:00:00,0.0,0.0,1.617,50.767,7.45,0.0,0.0,3.483,783.523,0.991,1.761,0.55,261.105,0.0,0.0,1.5,0.808
946,2021-01-01 01:00:00,0.0,0.0,1.75,51.95,8.117,0.0,0.0,3.6,783.51,0.979,1.226,0.547,261.707,0.0,0.0,1.5,0.808
947,2021-01-01 02:00:00,0.0,0.0,1.833,52.867,7.45,0.0,0.0,3.683,783.696,0.979,1.174,0.545,262.866,0.0,0.0,1.5,0.811
948,2021-01-01 03:00:00,0.0,0.0,1.817,54.433,7.7,0.0,0.0,3.8,783.649,1.0,1.047,0.542,265.977,0.0,0.0,1.5,0.821
949,2021-01-01 04:00:00,0.0,0.0,1.983,54.017,6.783,0.0,0.0,3.817,783.449,1.0,1.011,0.54,266.767,0.0,0.0,1.5,0.821
950,2021-01-01 05:00:00,0.0,0.0,1.883,53.783,6.367,0.0,0.0,3.767,783.331,1.0,1.354,0.537,265.892,0.0,0.0,1.5,0.82
951,2021-01-01 06:00:00,0.0,0.0,0.95,63.883,5.317,0.0,0.0,4.083,783.471,1.0,2.753,0.534,265.467,0.0,0.0,1.5,0.829
952,2021-01-01 07:00:00,0.0,0.0,-2.433,89.083,2.05,0.0,0.0,4.517,783.783,0.995,5.073,0.532,256.267,0.0,0.0,0.0,0.841
953,2021-01-01 08:00:00,0.0,0.0,-2.667,91.4,1.45,14.842,0.0,4.583,783.917,0.992,4.748,0.529,255.668,0.119,14.723,0.0,0.842
954,2021-01-01 09:00:00,64.725,0.1,-2.633,92.1,2.433,94.193,0.0,4.617,784.313,0.986,5.083,0.527,255.512,1.319,92.874,0.0,0.841
955,2021-01-01 10:00:00,177.945,0.219,-2.333,92.1,3.683,193.856,0.0,4.75,783.952,0.998,5.014,0.525,258.762,0.388,193.468,0.0,0.848
956,2021-01-01 11:00:00,267.34,0.304,-1.75,90.7,2.067,246.536,0.0,4.867,783.867,1.0,3.01,0.522,262.015,0.0,246.536,0.0,0.852
957,2021-01-01 12:00:00,315.719,0.35,-1.3,88.933,1.9,233.231,0.0,4.933,783.643,1.0,2.36,0.52,264.202,0.0,233.231,0.0,0.853
958,2021-01-01 13:00:00,316.188,0.35,-1.267,88.8,2.267,229.915,0.0,4.933,783.209,1.0,2.479,0.517,264.326,0.0,229.915,0.0,0.853
959,2021-01-01 14:00:00,268.687,0.306,-1.333,89.383,2.083,146.345,0.0,4.95,783.403,1.0,2.717,0.515,264.208,0.0,146.345,0.0,0.854
960,2021-01-01 15:00:00,179.966,0.221,-1.583,91.15,1.517,55.241,0.0,4.95,783.603,0.962,3.114,0.513,259.733,2.099,53.142,0.0,0.842
961,2021-01-01 16:00:00,66.914,0.103,-1.817,91.733,1.117,13.305,0.0,4.9,783.79,0.993,3.68,0.51,261.359,0.093,13.212,0.0,0.85
962,2021-01-01 17:00:00,0.0,0.0,-1.9,92.9,0.333,0.0,0.0,4.9,784.071,0.993,3.655,0.508,261.051,0.0,0.0,0.0,0.85
963,2021-01-01 18:00:00,0.0,0.0,-1.9,93.3,0.0,0.0,0.0,4.967,784.098,0.99,3.468,0.506,261.276,0.0,0.0,0.0,0.851
964,2021-01-01 19:00:00,0.0,0.0,-2.033,93.967,1.467,0.0,0.0,4.95,784.309,0.983,4.337,0.504,260.003,0.0,0.0,0.0,0.849
965,2021-01-01 20:00:00,0.0,0.0,-2.15,94.2,1.267,0.0,0.0,4.9,784.547,0.992,4.281,0.501,260.031,0.0,0.0,0.0,0.85
966,2021-01-01 21:00:00,0.0,0.0,-2.2,94.55,0.417,0.0,0.0,4.9,784.575,0.996,3.773,0.499,260.219,0.0,0.0,0.0,0.852
967,2021-01-01 22:00:00,0.0,0.0,-2.2,94.9,0.333,0.0,0.0,4.9,784.652,0.994,3.716,0.497,260.032,0.0,0.0,0.0,0.851
968,2021-01-01 23:00:00,0.0,0.0,-2.2,94.9,0.25,0.0,0.0,4.9,784.75,0.989,3.664,0.495,259.566,0.0,0.0,0.0,0.849
969,2021-01-02 00:00:00,0.0,0.0,-2.2,95.133,0.25,0.0,0.0,4.933,785.039,0.994,3.661,0.493,260.282,0.0,0.0,0.0,0.852
970,2021-01-02 01:00:00,0.0,0.0,-2.233,95.367,0.167,0.0,0.0,4.967,784.858,0.978,3.615,0.49,258.93,0.0,0.0,0.0,0.848
971,2021-01-02 02:00:00,0.0,0.0,-2.25,95.733,0.333,0.0,0.0,4.967,784.728,0.989,3.719,0.488,259.885,0.0,0.0,0.0,0.851
972,2021-01-02 03:00:00,0.0,0.0,-2.3,96.0,0.333,0.0,0.0,4.95,784.712,1.0,3.73,0.486,260.601,0.0,0.0,0.0,0.854
973,2021-01-02 04:00:00,0.0,0.0,-2.417,95.733,1.25,0.0,0.0,4.9,784.713,1.0,4.39,0.484,259.79,0.0,0.0,0.0,0.853
974,2021-01-02 05:00:00,0.0,0.0,-2.467,95.25,0.083,0.0,0.0,4.867,784.56,1.0,3.616,0.482,259.355,0.0,0.0,0.0,0.852
975,2021-01-02 06:00:00,0.0,0.0,-2.4,94.9,0.0,0.0,0.0,4.9,784.539,1.0,3.549,0.48,259.853,0.0,0.0,0.0,0.853
976,2021-01-02 07:00:00,0.0,0.0,-2.35,94.9,0.0,0.0,0.0,4.9,784.771,1.0,3.539,0.478,260.038,0.0,0.0,0.0,0.853
977,2021-01-02 08:00:00,0.0,0.0,-2.217,94.9,0.0,10.382,0.0,4.917,784.935,1.0,3.512,0.476,260.66,0.0,10.382,0.0,0.853
978,2021-01-02 09:00:00,64.956,0.1,-1.967,94.217,0.417,45.974,0.0,4.983,784.933,1.0,3.334,0.474,262.088,0.0,45.974,0.0,0.855
979,2021-01-02 10:00:00,178.559,0.219,-1.633,92.55,0.5,121.091,0.0,5.0,784.949,0.996,2.644,0.472,263.084,0.484,120.607,0.0,0.854
980,2021-01-02 11:00:00,268.382,0.305,-1.417,91.85,1.083,219.006,0.0,5.05,784.499,0.982,2.313,0.47,262.946,3.942,215.064,0.0,0.851
981,2021-01-02 12:00:00,317.191,0.351,-1.583,92.433,1.417,225.184,0.0,5.017,784.283,1.0,2.262,0.468,263.778,0.0,225.184,0.0,0.855
982,2021-01-02 13:00:00,318.048,0.352,-1.717,93.133,1.35,193.796,0.0,5.0,783.877,1.0,2.291,0.466,263.149,0.0,193.796,0.0,0.855
983,2021-01-02 14:00:00,270.84,0.308,-1.95,93.867,2.1,145.456,0.0,4.983,783.856,1.0,3.098,0.464,262.151,0.0,145.456,0.0,0.855
984,2021-01-02 15:00:00,182.245,0.223,-2.25,94.667,2.0,77.332,0.0,4.9,783.868,1.0,3.756,0.462,260.409,0.0,77.332,0.0,0.853
985,2021-01-02 16:00:00,68.956,0.105,-2.4,94.9,1.1,13.079,0.0,4.9,783.924,1.0,3.9,0.461,259.853,0.0,13.079,0.0,0.853
986,2021-01-02 17:00:00,0.0,0.0,-2.633,95.017,1.9,0.0,0.0,4.8,783.654,1.0,4.998,0.459,258.23,0.0,0.0,0.0,0.85
987,2021-01-02 18:00:00,0.0,0.0,-2.733,95.833,1.717,0.0,0.0,4.8,783.729,0.994,4.915,0.457,257.306,0.0,0.0,0.0,0.849
988,2021-01-02 19:00:00,0.0,0.0,-2.833,95.833,1.9,0.0,0.0,4.8,783.574,1.0,5.127,0.455,257.494,0.0,0.0,0.0,0.851
989,2021-01-02 20:00:00,0.0,0.0,-2.9,96.067,1.533,0.0,0.0,4.767,783.786,0.997,4.874,0.453,256.717,0.0,0.0,0.0,0.849
990,2021-01-02 21:00:00,0.0,0.0,-3.017,96.183,1.533,0.0,0.0,4.7,783.656,0.996,4.944,0.451,255.679,0.0,0.0,0.0,0.847
991,2021-01-02 22:00:00,0.0,0.0,-3.05,96.833,1.533,0.0,0.0,4.717,784.038,0.99,4.953,0.45,255.14,0.0,0.0,0.0,0.845
992,2021-01-02 23:00:00,0.0,0.0,-3.183,96.317,1.417,0.0,0.0,4.617,783.713,0.999,4.941,0.448,254.7,0.0,0.0,0.0,0.846
993,2021-01-03 00:00:00,0.0,0.0,-3.283,97.1,1.717,0.0,0.0,4.7,783.566,0.989,5.259,0.446,254.07,0.0,0.0,0.0,0.845
994,2021-01-03 01:00:00,0.0,0.0,-3.383,97.017,1.417,0.0,0.0,4.617,783.271,0.981,5.046,0.444,252.34,0.0,0.0,0.0,0.84
995,2021-01-03 02:00:00,0.0,0.0,-3.383,97.017,1.167,0.0,0.0,4.617,783.526,0.981,4.812,0.443,252.34,0.0,0.0,0.0,0.84
996,2021-01-03 03:00:00,0.0,0.0,-3.4,96.417,1.25,0.0,0.0,4.6,783.522,0.99,4.908,0.441,252.958,0.0,0.0,0.0,0.843
997,2021-01-03 04:00:00,0.0,0.0,-3.533,96.883,1.417,0.0,0.0,4.55,783.365,0.989,5.135,0.439,251.993,0.0,0.0,0.0,0.841
998,2021-01-03 05:00:00,0.0,0.0,-3.683,97.0,1.5,0.0,0.0,4.5,783.278,0.982,5.304,0.438,250.429,0.0,0.0,0.0,0.838
999,2021-01-03 06:00:00,0.0,0.0,-3.75,97.0,1.083,0.0,0.0,4.5,783.549,0.97,4.913,0.436,249.125,0.0,0.0,0.0,0.834
1000,2021-01-03 07:00:00,0.0,0.0,-3.7,97.0,0.833,0.0,0.0,4.5,783.726,0.976,4.633,0.434,249.834,0.0,0.0,0.0,0.836
1001,2021-01-03 08:00:00,0.0,0.0,-3.5,96.9,0.75,12.733,0.0,4.583,784.068,0.985,4.47,0.433,252.012,0.191,12.542,0.0,0.841
1002,2021-01-03 09:00:00,65.29,0.101,-3.017,97.1,1.167,58.255,0.0,4.75,784.246,0.985,4.25,0.431,255.058,0.874,57.381,0.0,0.845
1003,2021-01-03 10:00:00,179.299,0.22,-2.867,96.45,1.7,133.477,0.0,4.767,784.405,0.995,3.958,0.429,256.653,0.667,132.81,0.0,0.848
1004,2021-01-03 11:00:00,269.559,0.306,-2.95,95.95,1.717,158.31,0.0,4.7,784.69,0.984,3.521,0.428,254.826,2.533,155.777,0.0,0.843
1005,2021-01-03 12:00:00,318.799,0.353,-2.65,95.717,1.083,160.555,0.2,4.817,784.768,0.978,2.575,0.85,256.271,3.532,157.023,0.0,0.844
1006,2021-01-03 13:00:00,320.04,0.354,-2.05,94.433,1.0,163.177,0.0,4.967,784.562,0.98,2.243,0.848,259.79,3.264,159.913,0.0,0.848
1007,2021-01-03 14:00:00,273.117,0.31,-2.45,93.383,1.35,122.839,0.0,4.783,784.888,0.968,2.959,0.843,255.835,3.931,118.908,0.0,0.84
1008,2021-01-03 15:00:00,184.637,0.225,-2.917,94.433,1.0,79.306,0.0,4.633,785.264,0.979,3.423,0.838,253.97,1.665,77.641,0.0,0.84
1009,2021-01-03 16:00:00,71.095,0.107,-3.167,95.017,0.583,18.248,0.0,4.6,785.565,0.98,3.81,0.833,252.897,0.365,17.883,0.0,0.839
1010,2021-01-03 17:00:00,0.0,0.0,-3.3,94.9,0.083,0.0,0.0,4.5,785.707,0.982,3.804,0.828,251.805,0.0,0.0,0.0,0.838
1011,2021-01-03 18:00:00,0.0,0.0,-3.3,95.367,0.0,0.0,0.0,4.533,786.029,0.975,3.723,0.823,251.441,0.0,0.0,0.0,0.836
1012,2021-01-03 19:00:00,0.0,0.0,-3.2,95.6,0.333,0.0,0.0,4.6,786.284,0.967,3.997,0.817,251.616,0.0,0.0,0.0,0.836
1013,2021-01-03 20:00:00,0.0,0.0,-3.333,95.833,0.5,0.0,0.0,4.583,786.528,0.891,4.187,0.812,244.538,0.0,0.0,0.0,0.814
1014,2021-01-03 21:00:00,0.0,0.0,-3.55,96.3,0.333,0.0,0.0,4.5,786.468,0.879,4.088,0.808,242.177,0.0,0.0,0.0,0.808
1015,2021-01-03 22:00:00,0.0,0.0,-3.417,95.717,0.083,0.0,0.0,4.5,786.432,0.907,3.82,0.803,244.92,0.0,0.0,0.0,0.816
1016,2021-01-03 23:00:00,0.0,0.0,-3.5,95.367,0.083,0.0,0.0,4.483,786.341,0.833,3.843,0.798,238.633,0.0,0.0,0.0,0.796
1017,2021-01-04 00:00:00,0.0,0.0,-3.767,94.9,0.083,0.0,0.0,4.4,786.334,0.856,3.907,0.793,238.847,0.0,0.0,0.0,0.8
1018,2021-01-04 01:00:00,0.0,0.0,-3.8,94.9,0.333,0.0,0.0,4.4,786.145,0.811,4.178,0.788,235.341,0.0,0.0,0.0,0.789
1019,2021-01-04 02:00:00,0.0,0.0,-3.867,94.65,0.083,0.0,0.0,4.333,786.308,0.89,3.931,0.783,240.659,0.0,0.0,0.0,0.807
1020,2021-01-04 03:00:00,0.0,0.0,-4.05,93.983,0.5,0.0,0.0,4.25,786.352,0.874,4.448,0.779,238.101,0.0,0.0,0.0,0.801
1021,2021-01-04 04:00:00,0.0,0.0,-4.267,93.4,0.333,0.0,0.0,4.133,786.013,0.852,4.329,0.774,234.726,0.0,0.0,0.0,0.792
1022,2021-01-04 05:00:00,0.0,0.0,-4.483,93.05,0.417,0.0,0.0,4.1,786.018,0.773,4.499,0.769,228.039,0.0,0.0,0.0,0.772
1023,2021-01-04 06:00:00,0.0,0.0,-4.75,93.167,0.667,0.0,0.0,4.0,786.052,0.727,4.907,0.765,223.33,0.0,0.0,0.0,0.759
1024,2021-01-04 07:00:00,0.0,0.0,-4.8,93.867,0.083,0.0,0.0,4.0,786.154,0.742,4.142,0.76,224.138,0.0,0.0,0.0,0.762
1025,2021-01-04 08:00:00,0.0,0.0,-4.7,94.1,0.25,17.856,0.0,4.1,786.229,0.821,4.335,0.756,230.712,3.196,14.66,0.0,0.783
1026,2021-01-04 09:00:00,65.727,0.101,-4.533,93.983,0.25,107.002,0.0,4.117,786.249,0.838,3.918,0.751,232.653,17.334,89.668,0.0,0.788
1027,2021-01-04 10:00:00,180.166,0.221,-3.533,92.417,0.417,206.815,0.0,4.35,786.231,0.935,3.19,0.747,245.671,13.443,193.372,0.0,0.82
1028,2021-01-04 11:00:00,270.87,0.308,-3.8,90.8,0.583,304.972,0.0,4.183,785.752,0.827,2.954,0.743,234.824,52.76,252.212,0.0,0.787
1029,2021-01-04 12:00:00,320.544,0.354,-4.183,90.833,0.167,331.025,0.0,4.083,785.103,0.627,2.317,0.738,219.79,123.472,207.553,0.0,0.741
1030,2021-01-04 13:00:00,322.164,0.356,-4.583,91.183,0.417,308.814,0.0,3.983,784.866,0.654,2.717,0.734,219.285,106.85,201.964,0.0,0.743
1031,2021-01-04 14:00:00,275.519,0.312,-4.95,91.417,0.5,230.669,0.0,3.867,784.839,0.712,3.205,0.73,220.672,66.433,164.236,0.0,0.752
1032,2021-01-04 15:00:00,187.142,0.228,-5.717,92.017,0.667,116.178,0.0,3.667,784.797,0.743,4.211,0.725,218.532,29.858,86.32,0.0,0.753
1033,2021-01-04 16:00:00,73.333,0.11,-5.85,93.583,0.583,26.325,0.0,3.683,784.747,0.872,4.753,0.721,227.169,3.37,22.955,0.0,0.785
1034,2021-01-04 17:00:00,0.0,0.0,-5.217,94.333,1.283,0.0,0.0,3.9,784.717,0.922,5.949,0.717,235.041,0.0,0.0,0.0,0.804
1035,2021-01-04 18:00:00,0.0,0.0,-1.7,87.033,2.25,0.0,0.0,4.683,784.742,0.908,4.664,0.713,252.507,0.0,0.0,0.0,0.82
1036,2021-01-04 19:00:00,0.0,0.0,1.517,68.817,2.767,0.0,0.0,4.683,784.696,0.9,2.347,0.709,263.535,0.0,0.0,1.5,0.817
1037,2021-01-04 20:00:00,0.0,0.0,1.8,64.267,2.517,0.0,0.0,4.467,784.674,0.853,2.302,0.705,258.762,0.0,0.0,1.5,0.799
1038,2021-01-04 21:00:00,0.0,0.0,0.717,71.417,2.0,0.0,0.0,4.583,784.732,0.883,3.093,0.701,258.314,0.0,0.0,1.5,0.81
1039,2021-01-04 22:00:00,0.0,0.0,-0.25,73.317,2.233,0.0,0.0,4.367,784.568,0.855,3.804,0.697,250.749,0.0,0.0,0.0,0.797
1040,2021-01-04 23:00:00,0.0,0.0,0.433,69.133,2.517,0.0,0.0,4.317,784.59,0.853,3.365,0.693,252.599,0.0,0.0,1.5,0.795
1041,2021-01-05 00:00:00,0.0,0.0,-4.45,88.15,1.8,0.0,0.0,3.85,784.561,0.926,6.281,0.689,237.534,0.0,0.0,0.0,0.804
1042,2021-01-05 01:00:00,0.0,0.0,-4.733,92.467,2.0,0.0,0.0,3.967,784.753,0.909,6.66,0.685,236.213,0.0,0.0,0.0,0.803
1043,2021-01-05 02:00:00,0.0,0.0,-4.583,93.983,0.833,0.0,0.0,4.1,784.93,0.944,5.045,0.681,240.712,0.0,0.0,0.0,0.816
1044,2021-01-05 03:00:00,0.0,0.0,-4.35,93.633,0.0,0.0,0.0,4.1,784.792,0.836,3.948,0.677,232.978,0.0,0.0,0.0,0.787
1045,2021-01-05 04:00:00,0.0,0.0,-4.3,94.1,0.25,0.0,0.0,4.2,784.669,0.772,4.231,0.674,229.359,0.0,0.0,0.0,0.774
1046,2021-01-05 05:00:00,0.0,0.0,-4.3,94.45,0.333,0.0,0.0,4.2,784.821,0.79,4.325,0.67,230.613,0.0,0.0,0.0,0.779
1047,2021-01-05 06:00:00,0.0,0.0,-4.367,93.75,0.5,0.0,0.0,4.1,785.146,0.821,4.555,0.666,231.818,0.0,0.0,0.0,0.783
1048,2021-01-05 07:00:00,0.0,0.0,-4.283,93.4,0.083,0.0,0.0,4.117,785.17,0.817,4.036,0.663,231.943,0.0,0.0,0.0,0.783
1049,2021-01-05 08:00:00,0.0,0.0,-4.267,91.767,0.667,19.318,0.0,4.1,785.331,0.635,4.747,0.659,220.105,7.051,12.267,0.0,0.743
1050,2021-01-05 09:00:00,66.268,0.102,-3.75,91.45,0.417,118.213,0.0,4.25,785.303,0.642,3.919,0.655,223.286,42.32,75.893,0.0,0.748
1051,2021-01-05 10:00:00,181.16,0.222,-3.667,91.167,1.083,216.459,0.0,4.217,785.149,0.915,3.928,0.652,242.448,18.399,198.06,0.0,0.811
1052,2021-01-05 11:00:00,272.316,0.309,-3.467,88.9,1.167,315.414,0.0,4.2,785.074,0.991,3.43,0.648,249.542,2.839,312.575,0.0,0.832
1053,2021-01-05 12:00:00,322.423,0.356,-3.433,87.0,1.0,352.227,0.0,4.1,784.616,0.993,2.994,0.645,248.984,2.466,349.761,0.0,0.83
1054,2021-01-05 13:00:00,324.419,0.358,-3.45,87.1,0.917,318.398,0.0,4.1,784.304,1.0,2.907,0.641,249.552,0.0,318.398,0.0,0.832
1055,2021-01-05 14:00:00,278.043,0.314,-3.733,87.967,1.35,224.566,0.0,4.083,784.336,1.0,3.74,0.638,248.396,0.0,224.566,0.0,0.831
1056,2021-01-05 15:00:00,189.758,0.23,-4.117,89.583,1.7,121.271,0.0,4.033,784.384,1.0,4.835,0.634,246.598,0.0,121.271,0.0,0.83
1057,2021-01-05 16:00:00,75.667,0.113,-4.367,91.533,1.9,23.281,0.0,4.067,784.476,1.0,5.857,0.631,246.01,0.0,23.281,0.0,0.831
1058,2021-01-05 17:00:00,0.0,0.0,-4.617,92.233,2.0,0.0,0.0,4.0,784.464,1.0,6.579,0.628,244.548,0.0,0.0,0.0,0.829
1059,2021-01-05 18:00:00,0.0,0.0,-4.733,92.35,1.267,0.0,0.0,3.967,784.57,1.0,5.7,0.624,243.852,0.0,0.0,0.0,0.829
1060,2021-01-05 19:00:00,0.0,0.0,-4.75,90.717,2.1,0.0,0.0,3.9,784.431,1.0,6.835,0.621,243.2,0.0,0.0,0.0,0.827
1061,2021-01-05 20:00:00,0.0,0.0,-4.75,88.2,1.267,0.0,0.0,3.8,784.399,1.0,5.773,0.618,242.299,0.0,0.0,0.0,0.823
1062,2021-01-05 21:00:00,0.0,0.0,-4.817,89.783,1.35,0.0,0.0,3.8,784.256,1.0,5.895,0.614,242.066,0.0,0.0,0.0,0.823
1063,2021-01-05 22:00:00,0.0,0.0,-5.083,91.183,1.083,0.0,0.0,3.8,784.42,1.0,5.643,0.611,241.142,0.0,0.0,0.0,0.824
