,When,sea,T_a,RH,v_a,p_a,SW_global,SW_diffuse,SW_direct,Prec,missing_type,cld,DroneV,dia,h_s,a,vp_a,LW_in,e_a,Discharge,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt
840,2021-01-26 18:15:00,0.0,-9.43,34.2,0.423,618.55,-4.033,0,0.0,0,-,0,,,,0.35,1.022,153.844,0.561,60,0,0,1,-155.115,0.0,-146.03,-9.085,0,0,0,0,0,0
841,2021-01-26 18:30:00,0.0,-9.47,31.13,0.61,618.639,-4.075,0,0.0,0,-,0,,,,0.35,0.927,151.634,0.553,60,0,0,1,-161.4,0.0,-148.241,-13.159,0,0,0,0,0,0
842,2021-01-26 18:45:00,0.0,-9.21,27.53,1.882,618.728,-4.249,0,0.0,0,-,0,,,,0.35,0.837,150.001,0.545,60,0,0,1,-189.364,0.0,-149.873,-39.49,0,0,0,0,0,0
843,2021-01-26 19:00:00,0.0,-9.34,33.38,1.362,618.817,-3.919,0,0.0,0,-,0,,,,0.35,1.005,153.67,0.56,60,0,0,1,-175.192,0.0,-146.205,-28.987,0,0,0,0,0,0
844,2021-01-26 19:15:00,0.0,-9.68,28.52,1.754,618.87,-4.088,0,0.0,0,-,0,,,,0.35,0.836,148.936,0.545,60,0,0,1,-189.63,0.0,-150.939,-38.692,0,0,0,0,0,0
845,2021-01-26 19:30:00,0.0,-9.82,28.63,3.699,618.923,-3.281,0,0.0,0,-,0,,,,0.35,0.83,148.477,0.545,60,0,0,1,-234.181,0.0,-151.397,-82.784,0,0,0,0,0,0
846,2021-01-26 19:45:00,0.0,-10.03,28.47,3.791,618.976,-3.957,0,0.0,0,-,0,,,,0.35,0.811,147.552,0.543,60,0,0,1,-238.988,0.0,-152.323,-86.665,0,0,0,0,0,0
847,2021-01-26 20:00:00,0.0,-10.16,28.51,3.35,619.029,-3.455,0,0.0,0,-,0,,,,0.35,0.804,147.083,0.542,60,0,0,1,-230.374,0.0,-152.791,-77.582,0,0,0,0,0,0
848,2021-01-26 20:15:00,0.0,-9.99,26.9,2.997,619.066,-2.919,0,0.0,0,-,0,,,,0.35,0.769,146.513,0.539,60,0,0,1,-221.612,0.0,-153.362,-68.25,0,0,0,0,0,0
849,2021-01-26 20:30:00,0.0,-10.22,26.31,3.446,619.103,-3.453,0,0.0,0,-,0,,,,0.35,0.739,145.179,0.536,60,0,0,1,-234.983,0.0,-154.696,-80.286,0,0,0,0,0,0
850,2021-01-26 20:45:00,0.0,-10.3,27.94,2.958,619.14,-3.379,0,0.0,0,-,0,,,,0.35,0.779,146.126,0.54,60,0,0,1,-223.209,0.0,-153.749,-69.46,0,0,0,0,0,0
851,2021-01-26 21:00:00,0.0,-10.5,27.79,3.016,619.177,-3.327,0,0.0,0,-,0,,,,0.35,0.763,145.255,0.538,60,0,0,1,-226.822,0.0,-154.62,-72.202,0,0,0,0,0,0
852,2021-01-26 21:15:00,0.0,-10.66,27.56,2.998,619.194,-3.578,0,0.0,0,-,0,,,,0.35,0.747,144.478,0.537,60,0,0,1,-228.263,0.0,-155.396,-72.867,0,0,0,0,0,0
853,2021-01-26 21:30:00,0.0,-10.79,25.66,3.668,619.211,-3.981,0,0.0,0,-,0,,,,0.35,0.688,142.527,0.531,60,0,0,1,-247.588,0.0,-157.347,-90.241,0,0,0,0,0,0
854,2021-01-26 21:45:00,0.0,-10.92,24.85,3.841,619.227,-4.141,0,0.0,0,-,0,,,,0.35,0.66,141.394,0.527,60,0,0,1,-254.118,0.0,-158.48,-95.638,0,0,0,0,0,0
855,2021-01-26 22:00:00,0.0,-10.97,25.45,4.085,619.244,-3.762,0,0.0,0,-,0,,,,0.35,0.673,141.692,0.529,60,0,0,1,-260.364,0.0,-158.183,-102.182,0,0,0,0,0,0
856,2021-01-26 22:15:00,0.0,-11.02,26.27,4.088,619.282,-3.879,0,0.0,0,-,0,,,,0.35,0.692,142.149,0.531,60,0,0,1,-260.454,0.0,-157.725,-102.729,0,0,0,0,0,0
857,2021-01-26 22:30:00,0.0,-11.1,27.26,3.785,619.321,-3.662,0,0.0,0,-,0,,,,0.35,0.713,142.604,0.533,60,0,0,1,-253.082,0.0,-157.271,-95.812,0,0,0,0,0,0
858,2021-01-26 22:45:00,0.0,-11.5,28.96,4.447,619.359,-3.582,0,0.0,0,-,0,,,,0.35,0.734,142.342,0.536,60,0,0,1,-274.165,0.0,-157.532,-116.633,0,0,0,0,0,0
859,2021-01-26 23:00:00,0.0,-11.69,28.69,3.76,619.398,-3.528,0,0.0,0,-,0,,,,0.35,0.716,141.445,0.534,60,0,0,1,-258.68,0.0,-158.429,-100.25,0,0,0,0,0,0
860,2021-01-26 23:15:00,0.0,-11.68,29.04,4.61,619.418,-3.537,0,0.0,0,-,0,,,,0.35,0.725,141.728,0.535,60,0,0,1,-280.959,0.0,-158.147,-122.812,0,0,0,0,0,0
861,2021-01-26 23:30:00,0.0,-11.81,29.38,3.822,619.439,-3.514,0,0.0,0,-,0,,,,0.35,0.726,141.48,0.535,60,0,0,1,-261.351,0.0,-158.395,-102.956,0,0,0,0,0,0
862,2021-01-26 23:45:00,0.0,-12.03,30.43,4.109,619.459,-3.591,0,0.0,0,-,0,,,,0.35,0.739,141.371,0.536,60,0,0,1,-271.256,0.0,-158.503,-112.753,0,0,0,0,0,0
863,2021-01-27 00:00:00,0.0,-12.16,31.82,3.62,619.48,-3.4,0,0.0,0,-,0,,,,0.35,0.765,141.79,0.539,60,0,0,1,-258.496,0.0,-158.084,-100.411,0,0,0,0,0,0
864,2021-01-27 00:15:00,0.0,-12.3,33.63,3.096,619.459,-3.535,0,0.0,0,-,0,,,,0.35,0.799,142.389,0.542,60,0,0,1,-244.348,0.0,-157.485,-86.862,0,0,0,0,0,0
865,2021-01-27 00:30:00,0.0,-12.3,33.75,3.635,619.439,-3.438,0,0.0,0,-,0,,,,0.35,0.802,142.462,0.543,60,0,0,1,-259.394,0.0,-157.413,-101.981,0,0,0,0,0,0
866,2021-01-27 00:45:00,0.0,-12.19,34.32,4.432,619.419,-3.343,0,0.0,0,-,0,,,,0.35,0.823,143.217,0.545,60,0,0,1,-279.883,0.0,-156.657,-123.226,0,0,0,0,0,0
867,2021-01-27 01:00:00,0.0,-12.18,33.91,3.716,619.398,-3.392,0,0.0,0,-,0,,,,0.35,0.814,143.009,0.544,60,0,0,1,-260.095,0.0,-156.865,-103.23,0,0,0,0,0,0
868,2021-01-27 01:15:00,0.0,-12.29,34.97,3.455,619.42,-3.243,0,0.0,0,-,0,,,,0.35,0.832,143.224,0.545,60,0,0,1,-253.5,0.0,-156.651,-96.85,0,0,0,0,0,0
869,2021-01-27 01:30:00,0.0,-12.3,35.65,3.075,619.442,-3.474,0,0.0,0,-,0,,,,0.35,0.847,143.581,0.547,60,0,0,1,-242.565,0.0,-156.294,-86.271,0,0,0,0,0,0
870,2021-01-27 01:45:00,0.0,-12.41,35.81,3.091,619.464,-3.384,0,0.0,0,-,0,,,,0.35,0.843,143.256,0.547,60,0,0,1,-244.116,0.0,-156.618,-87.498,0,0,0,0,0,0
871,2021-01-27 02:00:00,0.018,-12.4,35.24,3.249,619.485,-3.292,0,0.0,0,-,0,,,,0.35,0.831,142.966,0.545,60,0,0,1,-248.808,0.0,-156.908,-91.9,0,0,0,0,0,0
872,2021-01-27 02:15:00,0.067,-12.53,34.3,3.558,619.465,-3.31,0,0.0,0,-,0,,,,0.35,0.8,141.928,0.543,60,0,0,1,-259.639,0.0,-157.947,-101.692,0,0,0,0,0,0
873,2021-01-27 02:30:00,0.116,-12.38,33.63,3.848,619.444,-3.263,0,0.0,0,-,0,,,,0.35,0.794,142.089,0.542,60,0,0,1,-266.446,0.0,-157.785,-108.66,0,0,0,0,0,0
874,2021-01-27 02:45:00,0.163,-12.64,34.11,2.627,619.423,-3.334,0,0.0,0,-,0,,,,0.35,0.788,141.404,0.541,60,0,0,1,-234.208,0.0,-158.471,-75.737,0,0,0,0,0,0
875,2021-01-27 03:00:00,0.209,-12.65,32.55,2.973,619.402,-3.239,0,0.0,0,-,0,,,,0.35,0.752,140.424,0.538,60,0,0,1,-245.227,0.0,-159.45,-85.777,0,0,0,0,0,0
876,2021-01-27 03:15:00,0.254,-12.75,31.82,2.845,619.364,-3.107,0,0.0,0,-,0,,,,0.35,0.729,139.601,0.535,60,0,0,1,-243.002,0.0,-160.274,-82.728,0,0,0,0,0,0
877,2021-01-27 03:30:00,0.298,-12.78,33.28,3.386,619.326,-3.215,0,0.0,0,-,0,,,,0.35,0.761,140.387,0.539,60,0,0,1,-258.172,0.0,-159.488,-98.685,0,0,0,0,0,0
878,2021-01-27 03:45:00,0.34,-12.86,30.58,2.87,619.288,-3.145,0,0.0,0,-,0,,,,0.35,0.694,138.407,0.532,60,0,0,1,-245.632,0.0,-161.467,-84.164,0,0,0,0,0,0
879,2021-01-27 04:00:00,0.381,-12.94,31.62,2.888,619.25,-3.188,0,0.0,0,-,0,,,,0.35,0.713,138.776,0.534,60,0,0,1,-246.312,0.0,-161.098,-85.214,0,0,0,0,0,0
880,2021-01-27 04:15:00,0.419,-13.13,32.04,2.772,619.233,-3.096,0,0.0,0,-,0,,,,0.35,0.712,138.341,0.534,60,0,0,1,-244.524,0.0,-161.534,-82.99,0,0,0,0,0,0
881,2021-01-27 04:30:00,0.456,-13.06,30.0,2.88,619.217,-2.98,0,0.0,0,-,0,,,,0.35,0.67,137.301,0.529,60,0,0,1,-248.335,0.0,-162.574,-85.761,0,0,0,0,0,0
882,2021-01-27 04:45:00,0.49,-13.07,32.4,2.026,619.2,-3.072,0,0.0,0,-,0,,,,0.35,0.723,138.782,0.535,60,0,0,1,-221.468,0.0,-161.093,-60.375,0,0,0,0,0,0
883,2021-01-27 05:00:00,0.521,-13.38,34.86,1.375,619.183,-2.964,0,0.0,0,-,0,,,,0.35,0.759,139.093,0.539,60,0,0,1,-202.728,0.0,-160.782,-41.946,0,0,0,0,0,0
884,2021-01-27 05:15:00,0.55,-13.82,35.9,0.27,619.251,-3.025,0,0.0,0,-,0,,,,0.35,0.754,138.056,0.538,60,0,0,1,-170.327,0.0,-161.819,-8.508,0,0,0,0,0,0
885,2021-01-27 05:30:00,0.576,-13.77,35.52,1.315,619.32,-2.773,0,0.0,0,-,0,,,,0.35,0.749,138.029,0.538,60,0,0,1,-203.139,0.0,-161.845,-41.294,0,0,0,0,0,0
886,2021-01-27 05:45:00,0.598,-13.49,32.88,2.044,619.388,-2.968,0,0.0,0,-,0,,,,0.35,0.709,137.534,0.534,60,0,0,1,-225.229,0.0,-162.341,-62.888,0,0,0,0,0,0
887,2021-01-27 06:00:00,0.617,-13.62,34.84,2.198,619.456,-2.713,0,0.0,0,-,0,,,,0.35,0.743,138.198,0.537,60,0,0,1,-229.962,0.0,-161.676,-68.286,0,0,0,0,0,0
888,2021-01-27 06:15:00,0.632,-13.6,34.22,2.282,619.569,-2.795,0,0.0,0,-,0,,,,0.35,0.731,137.918,0.536,60,0,0,1,-232.761,0.0,-161.957,-70.804,0,0,0,0,0,0
889,2021-01-27 06:30:00,0.643,-13.86,34.19,2.917,619.682,-3.024,0,0.0,0,-,0,,,,0.35,0.715,136.951,0.534,60,0,0,1,-255.177,0.0,-162.924,-92.253,0,0,0,0,0,0
890,2021-01-27 06:45:00,0.65,-13.72,34.17,2.256,619.796,-2.705,0,0.0,0,-,0,,,,0.35,0.723,137.45,0.535,60,0,0,1,-233.065,0.0,-162.425,-70.641,0,0,0,0,0,0
891,2021-01-27 07:00:00,0.653,-13.88,37.51,1.141,619.909,-2.594,0,0.0,0,-,0,,,,0.35,0.783,138.702,0.541,60,0,0,1,-197.323,0.0,-161.173,-36.151,0,0,0,0,0,0
892,2021-01-27 07:15:00,0.651,-14.22,37.23,0.993,619.984,-1.793,0,0.0,0,-,0,,,,0.35,0.756,137.305,0.539,60,0,0,1,-194.806,0.0,-162.57,-32.236,0,0,0,0,0,0
893,2021-01-27 07:30:00,0.646,-14.16,37.62,2.171,620.059,2.119,0,2.119,0,-,0,,,,0.35,0.768,137.729,0.54,60,0,0,1,-230.957,1.377,-162.145,-70.189,0,0,0,0,0,0
894,2021-01-27 07:45:00,0.636,-14.21,38.18,2.472,620.133,10.51,0,10.51,0,-,0,,,,0.35,0.776,137.836,0.541,60,0,0,1,-235.419,6.832,-162.038,-80.212,0,0,0,0,0,0
895,2021-01-27 08:00:00,0.622,-14.34,41.47,1.3,620.208,49.43,0,49.43,0,-,0,,,,0.35,0.834,138.991,0.546,60,0,0,1,-171.328,32.13,-160.884,-42.574,0,0,0,0,0,0
896,2021-01-27 08:15:00,0.605,-15.02,42.83,0.17,620.287,119.2,0,119.2,0,-,0,,,,0.35,0.814,137.118,0.545,60,0,0,1,-91.109,77.48,-162.757,-5.832,0,0,0,0,0,0
897,2021-01-27 08:30:00,0.583,-14.36,37.57,0.109,620.366,162.2,0,162.2,0,-,0,,,,0.35,0.754,136.971,0.539,60,0,0,1,-61.049,105.43,-162.904,-3.576,0,0,0,0,0,0
898,2021-01-27 08:45:00,0.559,-13.17,36.15,0.163,620.445,207.7,0,207.7,0,-,0,,,,0.35,0.8,140.597,0.543,60,0,0,1,-29.177,135.005,-159.277,-4.904,0,0,0,0,0,0
899,2021-01-27 09:00:00,0.531,-12.44,38.52,0.433,620.524,256.3,0,256.3,0,-,0,,,,0.35,0.905,144.643,0.552,60,0,0,1,-0.945,166.595,-155.232,-12.308,0,0,0,0,0,0
900,2021-01-27 09:15:00,0.501,-12.71,40.65,1.198,620.65,305.2,0,305.2,0,-,0,,,,0.35,0.934,144.724,0.555,0,0,0,1,8.431,198.38,-155.15,-34.799,0,0,0,0,0,0
901,2021-01-27 09:30:00,0.467,-12.89,38.86,1.417,620.776,353.7,0,353.7,0,-,0,,,,0.35,0.88,143.114,0.55,0,0,0,1,31.393,229.905,-156.761,-41.751,0,0,0,0,0,0
902,2021-01-27 09:45:00,0.432,-12.48,39.85,1.257,620.902,401.9,0,401.9,0,-,0,,,,0.35,0.933,145.193,0.555,0,0,0,1,70.687,261.235,-154.682,-35.866,0,0,0,0,0,0
903,2021-01-27 10:00:00,0.394,-12.36,39.73,1.854,621.028,447.8,0,447.8,0,-,0,,,,0.35,0.939,145.59,0.555,0,0,0,1,84.383,291.07,-154.284,-52.403,0,0,0,0,0,0
904,2021-01-27 10:15:00,0.354,-12.27,40.36,1.584,621.042,491.1,0,491.1,0,-,0,,,,0.35,0.961,146.264,0.557,0,0,0,1,121.158,319.215,-153.61,-44.446,0,0,0,0,0,0
905,2021-01-27 10:30:00,0.312,-11.92,41.19,1.444,621.055,531.6,0,531.6,0,-,0,,,,0.35,1.009,148.048,0.561,0,0,0,1,154.35,345.54,-151.827,-39.363,0,0,0,0,0,0
906,2021-01-27 10:45:00,0.269,-11.46,40.91,1.063,621.069,568.3,0,568.3,0,-,0,,,,0.35,1.04,149.7,0.563,0,0,0,1,191.362,369.395,-150.174,-27.859,0,0,0,0,0,0
907,2021-01-27 11:00:00,0.224,-11.44,42.86,1.981,621.083,603.5,0,603.5,0,-,0,,,,0.35,1.091,150.779,0.567,0,0,0,1,191.35,392.275,-149.096,-51.829,0,0,0,0,0,0
908,2021-01-27 11:15:00,0.178,-11.03,40.88,1.299,620.992,633.3,0,633.3,0,-,0,,,,0.35,1.076,151.38,0.566,0,0,0,1,230.387,411.645,-148.495,-32.763,0,0,0,0,0,0
909,2021-01-27 11:30:00,0.131,-10.09,40.08,1.462,620.902,658.5,0,658.5,0,-,0,,,,0.35,1.137,154.699,0.57,0,0,0,1,249.122,428.025,-145.176,-33.727,0,0,0,0,0,0
910,2021-01-27 11:45:00,0.083,-10.56,41.35,1.846,620.811,681.4,0,681.4,0,-,0,,,,0.35,1.13,153.499,0.569,0,0,0,1,251.972,442.91,-146.375,-44.562,0,0,0,0,0,0
911,2021-01-27 12:00:00,0.034,-10.16,41.17,2.24,620.721,699.1,0,699.1,0,-,0,,,,0.35,1.161,155.01,0.571,0,0,0,1,257.533,454.415,-144.864,-52.018,0,0,0,0,0,0
912,2021-01-27 12:15:00,0.0,-10.07,39.19,1.857,620.554,710.4,0,710.4,0,-,0,,,,0.35,1.113,154.283,0.568,0,0,0,1,273.439,461.76,-145.591,-42.73,0,0,0,0,0,0
913,2021-01-27 12:30:00,0.0,-9.64,39.88,2.437,620.388,719.0,0,719.0,0,-,0,,,,0.35,1.172,156.405,0.572,0,0,0,1,270.213,467.35,-143.469,-53.667,0,0,0,0,0,0
914,2021-01-27 12:45:00,0.0,-9.48,37.51,2.303,620.222,720.2,0,720.2,0,-,0,,,,0.35,1.117,155.686,0.568,0,0,0,1,274.081,468.13,-144.188,-49.861,0,0,0,0,0,0
915,2021-01-27 13:00:00,0.0,-9.1,37.06,2.264,620.055,718.0,0,718.0,0,-,0,,,,0.35,1.137,156.954,0.569,0,0,0,1,276.74,466.7,-142.92,-47.039,0,0,0,0,0,0
916,2021-01-27 13:15:00,0.0,-8.92,36.17,1.947,619.953,712.5,0,712.5,0,-,0,,,,0.35,1.125,157.139,0.569,0,0,0,1,280.743,463.125,-142.735,-39.646,0,0,0,0,0,0
917,2021-01-27 13:30:00,0.0,-8.7,35.25,2.051,619.85,699.7,0,699.7,0,-,0,,,,0.35,1.116,157.453,0.568,0,0,0,1,271.656,454.805,-142.421,-40.727,0,0,0,0,0,0
918,2021-01-27 13:45:00,0.0,-8.02,35.42,1.507,619.748,683.0,0,683.0,0,-,0,,,,0.35,1.182,160.343,0.572,0,0,0,1,276.837,443.95,-139.531,-27.581,0,0,0,0,0,0
919,2021-01-27 14:00:00,0.0,-7.714,33.84,2.233,619.645,660.9,0,660.9,0,-,0,,,,0.35,1.157,160.557,0.57,0,0,0,1,250.965,429.585,-139.317,-39.303,0,0,0,0,0,0
920,2021-01-27 14:15:00,0.0,-7.77,32.57,3.216,619.569,639.9,0,639.9,0,-,0,,,,0.35,1.109,159.453,0.567,0,0,0,1,218.505,415.935,-140.422,-57.009,0,0,0,0,0,0
921,2021-01-27 14:30:00,0.0,-7.579,30.22,2.403,619.494,610.2,0,610.2,0,-,0,,,,0.35,1.044,158.53,0.562,0,0,0,1,213.741,396.63,-141.344,-41.545,0,0,0,0,0,0
922,2021-01-27 14:45:00,0.0,-7.295,28.38,2.788,619.418,579.3,0,579.3,0,-,0,,,,0.35,1.002,158.26,0.559,0,0,0,1,188.542,376.545,-141.614,-46.389,0,0,0,0,0,0
923,2021-01-27 15:00:00,0.0,-6.723,24.19,2.757,619.343,543.9,0,543.9,0,-,0,,,,0.35,0.893,156.965,0.549,0,0,0,1,168.355,353.535,-142.909,-42.271,0,0,0,0,0,0
924,2021-01-27 15:15:00,0.0,-7.218,23.13,2.808,619.291,503.5,0,503.5,0,-,0,,,,0.35,0.822,154.006,0.543,0,0,0,1,135.187,327.275,-145.869,-46.219,0,0,0,0,0,0
925,2021-01-27 15:30:00,0.0,-7.235,21.85,2.627,619.239,461.0,0,461.0,0,-,0,,,,0.35,0.775,152.692,0.539,0,0,0,1,109.129,299.65,-147.183,-43.338,0,0,0,0,0,0
926,2021-01-27 15:45:00,0.0,-6.626,19.54,2.176,619.187,415.7,0,415.7,0,-,0,,,,0.35,0.727,152.627,0.533,0,0,0,1,90.084,270.205,-147.247,-32.873,0,0,0,0,0,0
927,2021-01-27 16:00:00,0.0,-6.204,20.78,1.44,619.136,370.2,0,370.2,0,-,0,,,,0.35,0.798,155.637,0.541,0,0,0,1,76.025,240.63,-144.237,-20.367,0,0,0,0,0,0
928,2021-01-27 16:15:00,0.0,-6.748,20.55,2.149,619.092,321.6,0,321.6,0,-,0,,,,0.35,0.757,153.253,0.537,0,0,0,1,29.36,209.04,-146.621,-33.058,0,0,0,0,0,0
929,2021-01-27 16:30:00,0.0,-6.694,19.71,1.779,619.048,270.7,0,270.7,0,-,0,,,,0.35,0.729,152.552,0.534,0,0,0,1,1.487,175.955,-147.323,-27.146,0,0,0,0,0,0
930,2021-01-27 16:45:00,0.0,-6.812,19.49,1.219,619.005,220.6,0,220.6,0,-,0,,,,0.35,0.714,151.85,0.532,60,0,0,1,-23.562,143.39,-148.025,-18.927,0,0,0,0,0,0
931,2021-01-27 17:00:00,0.0,-7.36,19.13,2.286,618.961,125.7,0,125.7,0,-,0,,,,0.35,0.672,149.341,0.528,60,0,0,1,-107.175,81.705,-150.534,-38.347,0,0,0,0,0,0
932,2021-01-27 17:15:00,0.0,-7.536,19.7,1.62,618.997,13.18,0,13.18,0,-,0,,,,0.35,0.683,149.295,0.529,60,0,0,1,-169.839,8.567,-150.58,-27.826,0,0,0,0,0,0
933,2021-01-27 17:30:00,0.0,-7.653,19.88,1.639,619.032,8.21,0,8.21,0,-,0,,,,0.35,0.683,149.041,0.529,60,0,0,1,-174.088,5.337,-150.833,-28.592,0,0,0,0,0,0
934,2021-01-27 17:45:00,0.0,-7.923,21.12,1.114,619.068,2.683,0,2.683,0,-,0,,,,0.35,0.71,149.298,0.532,60,0,0,1,-168.953,1.744,-150.577,-20.12,0,0,0,0,0,0
935,2021-01-27 18:00:00,0.0,-8.12,20.45,0.825,619.104,-2.394,0,0.0,0,-,0,,,,0.35,0.677,147.862,0.529,60,0,0,1,-167.285,0.0,-152.013,-15.272,0,0,0,0,0,0
936,2021-01-27 18:15:00,0.0,-8.41,23.16,0.766,619.193,-3.528,0,0.0,0,-,0,,,,0.35,0.75,149.395,0.536,60,0,0,1,-165.167,0.0,-150.479,-14.688,0,0,0,0,0,0
937,2021-01-27 18:30:00,0.0,-8.89,22.78,3.456,619.282,-3.861,0,0.0,0,-,0,,,,0.35,0.71,147.21,0.532,60,0,0,1,-222.726,0.0,-152.665,-70.061,0,0,0,0,0,0
938,2021-01-27 18:45:00,0.0,-9.06,22.09,3.131,619.372,-3.448,0,0.0,0,-,0,,,,0.35,0.68,145.922,0.529,60,0,0,1,-218.648,0.0,-153.953,-64.696,0,0,0,0,0,0
939,2021-01-27 19:00:00,0.0,-9.36,22.77,4.021,619.461,-3.784,0,0.0,0,-,0,,,,0.35,0.684,145.422,0.53,60,0,0,1,-240.301,0.0,-154.452,-85.849,0,0,0,0,0,0
940,2021-01-27 19:15:00,0.0,-9.39,21.0,3.292,619.482,-3.82,0,0.0,0,-,0,,,,0.35,0.63,143.639,0.523,60,0,0,1,-226.748,0.0,-156.235,-70.513,0,0,0,0,0,0
941,2021-01-27 19:30:00,0.0,-9.34,21.52,3.424,619.504,-3.717,0,0.0,0,-,0,,,,0.35,0.648,144.329,0.526,60,0,0,1,-228.498,0.0,-155.546,-72.952,0,0,0,0,0,0
942,2021-01-27 19:45:00,0.0,-9.4,19.77,3.17,619.525,-3.596,0,0.0,0,-,0,,,,0.35,0.592,142.369,0.519,60,0,0,1,-225.482,0.0,-157.505,-67.977,0,0,0,0,0,0
943,2021-01-27 20:00:00,0.0,-9.57,18.58,2.933,619.546,-3.481,0,0.0,0,-,0,,,,0.35,0.549,140.492,0.513,60,0,0,1,-223.416,0.0,-159.382,-64.034,0,0,0,0,0,0
944,2021-01-27 20:15:00,0.0,-9.73,18.93,2.73,619.618,-3.531,0,0.0,0,-,0,,,,0.35,0.552,140.284,0.514,60,0,0,1,-220.196,0.0,-159.591,-60.606,0,0,0,0,0,0
945,2021-01-27 20:30:00,0.0,-9.73,18.46,2.731,619.69,-3.51,0,0.0,0,-,0,,,,0.35,0.539,139.781,0.512,60,0,0,1,-220.728,0.0,-160.094,-60.635,0,0,0,0,0,0
946,2021-01-27 20:45:00,0.0,-9.71,18.76,3.119,619.762,-3.463,0,0.0,0,-,0,,,,0.35,0.548,140.176,0.513,60,0,0,1,-228.814,0.0,-159.699,-69.115,0,0,0,0,0,0
947,2021-01-27 21:00:00,0.0,-9.96,18.02,3.13,619.834,-3.493,0,0.0,0,-,0,,,,0.35,0.516,138.471,0.509,60,0,0,1,-232.557,0.0,-161.404,-71.153,0,0,0,0,0,0
948,2021-01-27 21:15:00,0.0,-10.11,18.67,3.761,619.853,-3.226,0,0.0,0,-,0,,,,0.35,0.529,138.632,0.511,60,0,0,1,-248.03,0.0,-161.243,-86.787,0,0,0,0,0,0
949,2021-01-27 21:30:00,0.0,-10.47,19.74,3.432,619.873,-3.223,0,0.0,0,-,0,,,,0.35,0.543,138.436,0.513,60,0,0,1,-243.456,0.0,-161.438,-82.018,0,0,0,0,0,0
950,2021-01-27 21:45:00,0.0,-10.75,21.14,3.788,619.892,-3.297,0,0.0,0,-,0,,,,0.35,0.569,138.781,0.516,60,0,0,1,-254.043,0.0,-161.094,-92.95,0,0,0,0,0,0
951,2021-01-27 22:00:00,0.0,-10.74,22.43,3.845,619.911,-3.249,0,0.0,0,-,0,,,,0.35,0.604,139.997,0.521,60,0,0,1,-254.141,0.0,-159.878,-94.263,0,0,0,0,0,0
952,2021-01-27 22:15:00,0.0,-10.74,22.04,4.085,619.951,-3.405,0,0.0,0,-,0,,,,0.35,0.594,139.646,0.519,60,0,0,1,-260.382,0.0,-160.228,-100.154,0,0,0,0,0,0
953,2021-01-27 22:30:00,0.0,-10.86,22.91,3.289,619.99,-3.317,0,0.0,0,-,0,,,,0.35,0.611,139.981,0.522,60,0,0,1,-241.437,0.0,-159.893,-81.544,0,0,0,0,0,0
954,2021-01-27 22:45:00,0.0,-10.89,23.51,3.255,620.029,-4.16,0,0.0,0,-,0,,,,0.35,0.626,140.389,0.523,60,0,0,1,-240.414,0.0,-159.485,-80.929,0,0,0,0,0,0
955,2021-01-27 23:00:00,0.0,-11.15,26.12,3.137,620.069,-3.871,0,0.0,0,-,0,,,,0.35,0.681,141.551,0.53,60,0,0,1,-238.186,0.0,-158.324,-79.862,0,0,0,0,0,0
956,2021-01-27 23:15:00,0.0,-11.24,25.48,2.861,620.06,-3.796,0,0.0,0,-,0,,,,0.35,0.659,140.718,0.527,60,0,0,1,-232.579,0.0,-159.156,-73.423,0,0,0,0,0,0
957,2021-01-27 23:30:00,0.0,-11.31,25.5,3.293,620.052,-3.661,0,0.0,0,-,0,,,,0.35,0.656,140.476,0.527,60,0,0,1,-244.433,0.0,-159.398,-85.035,0,0,0,0,0,0
958,2021-01-27 23:45:00,0.0,-11.45,26.29,3.793,620.044,-3.665,0,0.0,0,-,0,,,,0.35,0.669,140.573,0.529,60,0,0,1,-258.458,0.0,-159.301,-99.157,0,0,0,0,0,0
959,2021-01-28 00:00:00,0.0,-11.55,25.91,3.283,620.036,-3.381,0,0.0,0,-,0,,,,0.35,0.654,139.914,0.527,60,0,0,1,-246.534,0.0,-159.961,-86.573,0,0,0,0,0,0
960,2021-01-28 00:15:00,0.0,-11.41,25.86,3.297,620.042,-3.651,0,0.0,0,-,0,,,,0.35,0.66,140.39,0.528,60,0,0,1,-245.374,0.0,-159.485,-85.889,0,0,0,0,0,0
961,2021-01-28 00:30:00,0.0,-11.53,27.04,3.133,620.049,-3.627,0,0.0,0,-,0,,,,0.35,0.684,140.843,0.53,60,0,0,1,-241.507,0.0,-159.031,-82.476,0,0,0,0,0,0
962,2021-01-28 00:45:00,0.0,-11.85,27.02,3.463,620.055,-3.617,0,0.0,0,-,0,,,,0.35,0.666,139.65,0.528,60,0,0,1,-253.919,0.0,-160.224,-93.695,0,0,0,0,0,0
963,2021-01-28 01:00:00,0.0,-11.91,28.41,2.744,620.062,-3.519,0,0.0,0,-,0,,,,0.35,0.697,140.433,0.532,60,0,0,1,-234.06,0.0,-159.441,-74.618,0,0,0,0,0,0
964,2021-01-28 01:15:00,0.0,-11.85,27.79,2.497,620.034,-3.606,0,0.0,0,-,0,,,,0.35,0.685,140.212,0.53,60,0,0,1,-227.219,0.0,-159.662,-67.556,0,0,0,0,0,0
