,When,T_a,RH,v_a,Discharge,SW_direct,SW_diffuse,Prec,p_a,missing,LW_in
0,2019-01-30 17:00:00,-7.9,84.3,0.5,0.0,2.87079,5.002,0.0,888.8,0,188.29514
1,2019-01-30 17:05:00,-8.1,84.8,0.6,0.0,2.63156,4.58517,0.0,888.8,0,188.30248
2,2019-01-30 17:10:00,-8.3,85.0,0.5,0.0,2.39232,4.16833,0.0,888.8,0,188.30981
3,2019-01-30 17:15:00,-8.5,84.4,0.3,0.0,2.15309,3.7515,0.0,889.0,0,188.31714
4,2019-01-30 17:20:00,-8.6,85.8,0.4,0.0,1.91386,3.33467,0.0,889.1,0,188.32448
5,2019-01-30 17:25:00,-8.8,84.9,0.4,0.0,1.67463,2.91783,0.0,889.0,0,188.33182
6,2019-01-30 17:30:00,-9.0,83.4,0.6,0.0,1.4354,2.501,0.0,889.0,0,188.33915
7,2019-01-30 17:35:00,-9.0,86.7,0.6,0.0,1.19616,2.08417,0.0,889.0,0,188.34648
8,2019-01-30 17:40:00,-9.3,84.3,0.6,0.0,0.95693,1.66733,0.0,889.0,0,188.35382
9,2019-01-30 17:45:00,-9.5,85.8,0.5,0.0,0.7177,1.2505,0.0,889.0,0,188.36116
10,2019-01-30 17:50:00,-9.6,84.4,0.4,0.0,0.47846,0.83367,0.0,889.1,0,188.36849
11,2019-01-30 17:55:00,-9.7,86.9,0.5,0.0,0.23923,0.41683,0.0,889.0,0,188.37582
12,2019-01-30 18:00:00,-9.8,84.7,0.5,0.0,0.0,0.0,0.0,888.9,0,188.38316
13,2019-01-30 18:05:00,-9.9,86.9,0.3,0.0,0.0,0.0,0.0,889.0,0,188.52454
14,2019-01-30 18:10:00,-10.0,85.6,0.4,0.0,0.0,0.0,0.0,888.9,0,188.66592
15,2019-01-30 18:15:00,-10.0,87.4,0.3,0.0,0.0,0.0,0.0,888.9,0,188.8073
16,2019-01-30 18:20:00,-10.0,87.7,0.3,0.0,0.0,0.0,0.0,888.9,0,188.94867
17,2019-01-30 18:25:00,-10.1,88.0,0.4,0.0,0.0,0.0,0.0,889.0,0,189.09005
18,2019-01-30 18:30:00,-10.1,89.5,0.5,0.0,0.0,0.0,0.0,889.0,0,189.23143
19,2019-01-30 18:35:00,-10.3,88.7,0.5,0.0,0.0,0.0,0.0,889.0,0,189.37281
20,2019-01-30 18:40:00,-10.4,88.8,0.5,0.0,0.0,0.0,0.0,889.0,0,189.51419
21,2019-01-30 18:45:00,-10.6,85.0,0.7,0.0,0.0,0.0,0.0,889.1,0,189.65556
22,2019-01-30 18:50:00,-10.6,89.0,0.4,0.0,0.0,0.0,0.0,889.0,0,189.79694
23,2019-01-30 18:55:00,-10.7,87.4,0.5,0.0,0.0,0.0,0.0,888.9,0,189.93832
24,2019-01-30 19:00:00,-10.9,87.0,0.4,0.0,0.0,0.0,0.0,888.8,0,190.0797
25,2019-01-30 19:05:00,-10.9,87.8,0.6,0.0,0.0,0.0,0.0,888.8,0,189.37673
26,2019-01-30 19:10:00,-11.0,88.3,0.4,0.0,0.0,0.0,0.0,888.7,0,188.67377
27,2019-01-30 19:15:00,-11.1,88.1,0.4,0.0,0.0,0.0,0.0,888.6,0,187.9708
28,2019-01-30 19:20:00,-10.9,90.0,0.5,0.0,0.0,0.0,0.0,888.6,0,187.26783
29,2019-01-30 19:25:00,-10.9,88.0,0.4,0.0,0.0,0.0,0.0,888.6,0,186.56487
30,2019-01-30 19:30:00,-11.0,88.2,0.6,0.0,0.0,0.0,0.0,888.5,0,185.8619
31,2019-01-30 19:35:00,-11.1,87.6,0.5,0.0,0.0,0.0,0.0,888.6,0,185.15893
32,2019-01-30 19:40:00,-11.0,90.0,0.5,0.0,0.0,0.0,0.0,888.6,0,184.45597
33,2019-01-30 19:45:00,-11.0,88.7,0.5,0.0,0.0,0.0,0.0,888.6,0,183.753
34,2019-01-30 19:50:00,-11.1,87.8,0.4,0.0,0.0,0.0,0.0,888.6,0,183.05003
35,2019-01-30 19:55:00,-11.2,88.9,0.3,0.0,0.0,0.0,0.0,888.6,0,182.34707
36,2019-01-30 20:00:00,-11.2,89.2,0.3,0.0,0.0,0.0,0.0,888.5,0,181.6441
37,2019-01-30 20:05:00,-11.2,89.4,0.4,0.0,0.0,0.0,0.0,888.5,0,182.72115
38,2019-01-30 20:10:00,-11.2,87.7,0.4,0.0,0.0,0.0,0.0,888.4,0,183.79819
39,2019-01-30 20:15:00,-11.2,88.2,0.3,0.0,0.0,0.0,0.0,888.4,0,184.87524
40,2019-01-30 20:20:00,-11.1,89.3,0.3,0.0,0.0,0.0,0.0,888.3,0,185.95229
